"GO.ID","Term","Annotated","Significant","Expected","classicFisher","q_value"
"GO:0070727","cellular macromolecule localization",1984,1577,1209.82,1e-30,1.15602605863192e-29
"GO:0072330","monocarboxylic acid biosynthetic process",1118,954,681.74,1e-30,1.15602605863192e-29
"GO:0046686","response to cadmium ion",860,760,524.42,1e-30,1.15602605863192e-29
"GO:0006090","pyruvate metabolic process",598,555,364.65,1e-30,1.15602605863192e-29
"GO:0006006","glucose metabolic process",627,578,382.34,1e-30,1.15602605863192e-29
"GO:0034613","cellular protein localization",1917,1526,1168.96,1e-30,1.15602605863192e-29
"GO:0010038","response to metal ion",1146,972,698.82,1e-30,1.15602605863192e-29
"GO:0048646","anatomical structure formation involved ...",2233,1745,1361.65,1e-30,1.15602605863192e-29
"GO:1901137","carbohydrate derivative biosynthetic pro...",1483,1216,904.31,1e-30,1.15602605863192e-29
"GO:0019693","ribose phosphate metabolic process",1435,1181,875.04,1e-30,1.15602605863192e-29
"GO:0009259","ribonucleotide metabolic process",1434,1180,874.43,1e-30,1.15602605863192e-29
"GO:0065003","protein-containing complex assembly",1590,1291,969.56,1e-30,1.15602605863192e-29
"GO:0016051","carbohydrate biosynthetic process",1397,1152,851.87,1e-30,1.15602605863192e-29
"GO:0050793","regulation of developmental process",1707,1373,1040.91,1e-30,1.15602605863192e-29
"GO:0019318","hexose metabolic process",702,634,428.07,1e-30,1.15602605863192e-29
"GO:0044248","cellular catabolic process",4164,3047,2539.15,1e-30,1.15602605863192e-29
"GO:0043933","protein-containing complex subunit organ...",1729,1384,1054.32,1e-30,1.15602605863192e-29
"GO:0034622","cellular protein-containing complex asse...",1407,1154,857.97,1e-30,1.15602605863192e-29
"GO:0044272","sulfur compound biosynthetic process",739,659,450.63,1e-30,1.15602605863192e-29
"GO:0006605","protein targeting",1231,1025,750.65,1e-30,1.15602605863192e-29
"GO:0008652","cellular amino acid biosynthetic process",736,654,448.8,1e-30,1.15602605863192e-29
"GO:0006091","generation of precursor metabolites and ...",1377,1123,839.68,1e-30,1.15602605863192e-29
"GO:0090567","reproductive shoot system development",1568,1258,956.15,1e-30,1.15602605863192e-29
"GO:0048856","anatomical structure development",10879,7322,6633.87,1e-30,1.15602605863192e-29
"GO:0009908","flower development",1546,1240,942.73,1e-30,1.15602605863192e-29
"GO:0043603","cellular amide metabolic process",2173,1676,1325.07,1e-30,1.15602605863192e-29
"GO:0048827","phyllome development",1481,1192,903.09,1e-30,1.15602605863192e-29
"GO:1901607","alpha-amino acid biosynthetic process",625,562,381.12,1e-30,1.15602605863192e-29
"GO:1901701","cellular response to oxygen-containing c...",2013,1562,1227.5,1e-30,1.15602605863192e-29
"GO:1901657","glycosyl compound metabolic process",1132,939,690.28,1e-30,1.15602605863192e-29
"GO:1901617","organic hydroxy compound biosynthetic pr...",984,830,600.03,1e-30,1.15602605863192e-29
"GO:0019748","secondary metabolic process",1619,1285,987.24,1e-30,1.15602605863192e-29
"GO:1905392","plant organ morphogenesis",1470,1179,896.39,1e-30,1.15602605863192e-29
"GO:0032870","cellular response to hormone stimulus",1933,1502,1178.72,1e-30,1.15602605863192e-29
"GO:0044267","cellular protein metabolic process",8851,6020,5397.22,1e-30,1.15602605863192e-29
"GO:0019320","hexose catabolic process",470,437,286.6,1e-30,1.15602605863192e-29
"GO:0072521","purine-containing compound metabolic pro...",1461,1170,890.9,1e-30,1.15602605863192e-29
"GO:0006081","cellular aldehyde metabolic process",498,459,303.67,1e-30,1.15602605863192e-29
"GO:0006007","glucose catabolic process",448,419,273.18,1e-30,1.15602605863192e-29
"GO:0009755","hormone-mediated signaling pathway",1829,1427,1115.3,1e-30,1.15602605863192e-29
"GO:0044249","cellular biosynthetic process",14455,9510,8814.47,1e-30,1.15602605863192e-29
"GO:0051641","cellular localization",3477,2544,2120.23,1e-30,1.15602605863192e-29
"GO:0006163","purine nucleotide metabolic process",1410,1132,859.8,1e-30,1.15602605863192e-29
"GO:0048589","developmental growth",1527,1213,931.14,1e-30,1.15602605863192e-29
"GO:0009150","purine ribonucleotide metabolic process",1261,1024,768.94,1e-30,1.15602605863192e-29
"GO:0008654","phospholipid biosynthetic process",614,547,374.41,1e-30,1.15602605863192e-29
"GO:0006952","defense response",3292,2412,2007.42,1e-30,1.15602605863192e-29
"GO:0048513","animal organ development",3864,2791,2356.22,1e-30,1.15602605863192e-29
"GO:0046365","monosaccharide catabolic process",492,451,300.02,1e-30,1.15602605863192e-29
"GO:0000096","sulfur amino acid metabolic process",501,458,305.5,1e-30,1.15602605863192e-29
"GO:0009409","response to cold",1084,893,661.01,1e-30,1.15602605863192e-29
"GO:0090558","plant epidermis development",1141,933,695.77,1e-30,1.15602605863192e-29
"GO:0044262","cellular carbohydrate metabolic process",1699,1326,1036.03,1e-30,1.15602605863192e-29
"GO:0019538","protein metabolic process",9892,6648,6032.01,1e-30,1.15602605863192e-29
"GO:0071495","cellular response to endogenous stimulus",2085,1590,1271.41,1e-30,1.15602605863192e-29
"GO:0009617","response to bacterium",1194,968,728.09,1e-30,1.15602605863192e-29
"GO:0009653","anatomical structure morphogenesis",4060,2910,2475.73,1e-30,1.15602605863192e-29
"GO:0016052","carbohydrate catabolic process",976,811,595.15,1e-30,1.15602605863192e-29
"GO:0032501","multicellular organismal process",12191,8075,7433.91,1e-30,1.15602605863192e-29
"GO:2000026","regulation of multicellular organismal d...",1177,954,717.72,1e-30,1.15602605863192e-29
"GO:0006631","fatty acid metabolic process",1004,829,612.23,1e-30,1.15602605863192e-29
"GO:0042440","pigment metabolic process",686,595,418.31,1e-30,1.15602605863192e-29
"GO:0080134","regulation of response to stress",1202,971,732.96,1e-30,1.15602605863192e-29
"GO:0097305","response to alcohol",1585,1240,966.51,1e-30,1.15602605863192e-29
"GO:0010016","shoot system morphogenesis",797,677,486,1e-30,1.15602605863192e-29
"GO:0010243","response to organonitrogen compound",845,712,515.27,1e-30,1.15602605863192e-29
"GO:0010154","fruit development",1447,1142,882.36,1e-30,1.15602605863192e-29
"GO:0051704","multi-organism process",3185,2323,1942.17,1e-30,1.15602605863192e-29
"GO:0046148","pigment biosynthetic process",503,454,306.72,1e-30,1.15602605863192e-29
"GO:0048583","regulation of response to stimulus",2033,1546,1239.7,1e-30,1.15602605863192e-29
"GO:0071840","cellular component organization or bioge...",10348,6913,6310.07,1e-30,1.15602605863192e-29
"GO:0048366","leaf development",770,654,469.54,1e-30,1.15602605863192e-29
"GO:1901698","response to nitrogen compound",1296,1032,790.28,1e-30,1.15602605863192e-29
"GO:1901565","organonitrogen compound catabolic proces...",2688,1985,1639.11,1e-30,1.15602605863192e-29
"GO:0030154","cell differentiation",2806,2062,1711.06,1e-30,1.15602605863192e-29
"GO:0000097","sulfur amino acid biosynthetic process",427,391,260.38,1e-30,1.15602605863192e-29
"GO:0055085","transmembrane transport",2310,1725,1408.61,1e-30,1.15602605863192e-29
"GO:0022622","root system development",1217,972,742.11,1e-30,1.15602605863192e-29
"GO:0048364","root development",1215,970,740.89,1e-30,1.15602605863192e-29
"GO:0009069","serine family amino acid metabolic proce...",383,355,233.55,1e-30,1.15602605863192e-29
"GO:0005976","polysaccharide metabolic process",1547,1201,943.34,1e-30,1.15602605863192e-29
"GO:0016049","cell growth",1292,1023,787.84,1e-30,1.15602605863192e-29
"GO:0009058","biosynthetic process",15894,10316,9691.95,1e-30,1.15602605863192e-29
"GO:0048316","seed development",1305,1031,795.77,1e-30,1.15602605863192e-29
"GO:0043604","amide biosynthetic process",1825,1391,1112.86,1e-30,1.15602605863192e-29
"GO:0031347","regulation of defense response",1057,855,644.54,1e-30,1.15602605863192e-29
"GO:0009240","isopentenyl diphosphate biosynthetic pro...",316,300,192.69,1e-30,1.15602605863192e-29
"GO:0046490","isopentenyl diphosphate metabolic proces...",316,300,192.69,1e-30,1.15602605863192e-29
"GO:0010200","response to chitin",703,598,428.68,1e-30,1.15602605863192e-29
"GO:0009308","amine metabolic process",950,778,579.3,1e-30,1.15602605863192e-29
"GO:0006644","phospholipid metabolic process",777,652,473.8,1e-30,1.15602605863192e-29
"GO:0014070","response to organic cyclic compound",1474,1147,898.83,1e-30,1.15602605863192e-29
"GO:0044550","secondary metabolite biosynthetic proces...",918,753,559.78,1e-30,1.15602605863192e-29
"GO:0021700","developmental maturation",1006,816,613.45,1e-30,1.15602605863192e-29
"GO:0009657","plastid organization",669,571,407.95,1e-30,1.15602605863192e-29
"GO:0016310","phosphorylation",3619,2584,2206.82,1e-30,1.15602605863192e-29
"GO:0009737","response to abscisic acid",1398,1091,852.48,1e-30,1.15602605863192e-29
"GO:0051301","cell division",792,660,482.95,1e-30,1.15602605863192e-29
"GO:0019288","isopentenyl diphosphate biosynthetic pro...",305,289,185.98,1e-30,1.15602605863192e-29
"GO:0042254","ribosome biogenesis",756,633,461,1e-30,1.15602605863192e-29
"GO:0072657","protein localization to membrane",741,622,451.85,1e-30,1.15602605863192e-29
"GO:0071695","anatomical structure maturation",975,791,594.54,1e-30,1.15602605863192e-29
"GO:0090150","establishment of protein localization to...",714,602,435.39,1e-30,1.15602605863192e-29
"GO:0006066","alcohol metabolic process",866,712,528.08,1e-30,1.15602605863192e-29
"GO:0016192","vesicle-mediated transport",1474,1140,898.83,1e-30,1.15602605863192e-29
"GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",306,289,186.59,1e-30,1.15602605863192e-29
"GO:0046939","nucleotide phosphorylation",341,317,207.94,1e-30,1.15602605863192e-29
"GO:0006364","rRNA processing",498,439,303.67,1e-30,1.15602605863192e-29
"GO:0008299","isoprenoid biosynthetic process",740,619,451.24,1e-30,1.15602605863192e-29
"GO:0000271","polysaccharide biosynthetic process",1050,841,640.28,1e-30,1.15602605863192e-29
"GO:0071396","cellular response to lipid",1302,1018,793.94,1e-30,1.15602605863192e-29
"GO:0001101","response to acid chemical",942,764,574.42,1e-30,1.15602605863192e-29
"GO:0006720","isoprenoid metabolic process",849,697,517.71,1e-30,1.15602605863192e-29
"GO:0009415","response to water",920,748,561,1e-30,1.15602605863192e-29
"GO:0034220","ion transmembrane transport",1672,1273,1019.56,1e-30,1.15602605863192e-29
"GO:0006518","peptide metabolic process",1856,1398,1131.76,1e-30,1.15602605863192e-29
"GO:0016072","rRNA metabolic process",509,446,310.38,1e-30,1.15602605863192e-29
"GO:0045087","innate immune response",1158,916,706.13,1e-30,1.15602605863192e-29
"GO:0044264","cellular polysaccharide metabolic proces...",1283,1002,782.36,1e-30,1.15602605863192e-29
"GO:0035966","response to topologically incorrect prot...",562,485,342.7,1e-30,1.15602605863192e-29
"GO:0006979","response to oxidative stress",1183,932,721.38,1e-30,1.15602605863192e-29
"GO:0043903","regulation of biological process involve...",666,562,406.12,1e-30,1.15602605863192e-29
"GO:0009414","response to water deprivation",895,728,545.76,1e-30,1.15602605863192e-29
"GO:0080135","regulation of cellular response to stres...",725,605,442.1,1e-30,1.15602605863192e-29
"GO:0033365","protein localization to organelle",833,683,507.95,1e-30,1.15602605863192e-29
"GO:0061024","membrane organization",961,774,586.01,1e-30,1.15602605863192e-29
"GO:0043043","peptide biosynthetic process",1729,1307,1054.32,1e-30,1.15602605863192e-29
"GO:0022613","ribonucleoprotein complex biogenesis",946,763,576.86,1e-30,1.15602605863192e-29
"GO:0006412","translation",1709,1293,1042.13,1e-30,1.15602605863192e-29
"GO:0072594","establishment of protein localization to...",753,624,459.17,1e-30,1.15602605863192e-29
"GO:0006612","protein targeting to membrane",663,558,404.29,1e-30,1.15602605863192e-29
"GO:0048437","floral organ development",936,755,570.76,1e-30,1.15602605863192e-29
"GO:0051239","regulation of multicellular organismal p...",1470,1128,896.39,1e-30,1.15602605863192e-29
"GO:0032268","regulation of cellular protein metabolic...",1017,812,620.15,1e-30,1.15602605863192e-29
"GO:1901361","organic cyclic compound catabolic proces...",1388,1071,846.38,1e-30,1.15602605863192e-29
"GO:0071554","cell wall organization or biogenesis",2094,1552,1276.89,1e-30,1.15602605863192e-29
"GO:0007154","cell communication",6495,4414,3960.57,1e-30,1.15602605863192e-29
"GO:0010363","regulation of plant-type hypersensitive ...",649,546,395.75,1e-30,1.15602605863192e-29
"GO:0009132","nucleoside diphosphate metabolic process",321,297,195.74,1e-30,1.15602605863192e-29
"GO:0009070","serine family amino acid biosynthetic pr...",315,292,192.08,1e-30,1.15602605863192e-29
"GO:0044270","cellular nitrogen compound catabolic pro...",1324,1024,807.36,1e-30,1.15602605863192e-29
"GO:0040008","regulation of growth",771,634,470.15,1e-30,1.15602605863192e-29
"GO:0042742","defense response to bacterium",879,711,536,1e-30,1.15602605863192e-29
"GO:0009135","purine nucleoside diphosphate metabolic ...",308,286,187.81,1e-30,1.15602605863192e-29
"GO:0009179","purine ribonucleoside diphosphate metabo...",308,286,187.81,1e-30,1.15602605863192e-29
"GO:0009185","ribonucleoside diphosphate metabolic pro...",308,286,187.81,1e-30,1.15602605863192e-29
"GO:0019439","aromatic compound catabolic process",1372,1056,836.63,1e-30,1.15602605863192e-29
"GO:0046700","heterocycle catabolic process",1321,1020,805.53,1e-30,1.15602605863192e-29
"GO:0046031","ADP metabolic process",304,282,185.38,1e-30,1.15602605863192e-29
"GO:0048193","Golgi vesicle transport",657,549,400.63,1e-30,1.15602605863192e-29
"GO:0051246","regulation of protein metabolic process",1109,871,676.25,1e-30,1.15602605863192e-29
"GO:0051716","cellular response to stimulus",8327,5561,5077.69,1e-30,1.15602605863192e-29
"GO:0010015","root morphogenesis",864,698,526.86,1e-30,1.15602605863192e-29
"GO:0006165","nucleoside diphosphate phosphorylation",312,288,190.25,1e-30,1.15602605863192e-29
"GO:0006096","glycolytic process",302,280,184.16,1e-30,1.15602605863192e-29
"GO:0006757","ATP generation from ADP",302,280,184.16,1e-30,1.15602605863192e-29
"GO:0006633","fatty acid biosynthetic process",465,406,283.55,1e-30,1.15602605863192e-29
"GO:0006739","NADP metabolic process",265,250,161.59,1e-30,1.15602605863192e-29
"GO:0002831","regulation of response to biotic stimulu...",822,667,501.24,1e-30,1.15602605863192e-29
"GO:0034637","cellular carbohydrate biosynthetic proce...",941,751,573.81,1e-30,1.15602605863192e-29
"GO:0032502","developmental process",12704,8283,7746.73,1e-30,1.15602605863192e-29
"GO:0009620","response to fungus",1075,845,655.52,1e-30,1.15602605863192e-29
"GO:0008544","epidermis development",757,619,461.61,1e-30,1.15602605863192e-29
"GO:0034976","response to endoplasmic reticulum stress",626,524,381.73,1e-30,1.15602605863192e-29
"GO:0048580","regulation of post-embryonic development",785,639,478.68,1e-30,1.15602605863192e-29
"GO:0098656","anion transmembrane transport",882,708,537.83,1e-30,1.15602605863192e-29
"GO:0006740","NADPH regeneration",247,234,150.62,1e-30,1.15602605863192e-29
"GO:0051156","glucose 6-phosphate metabolic process",247,234,150.62,1e-30,1.15602605863192e-29
"GO:0006534","cysteine metabolic process",302,278,184.16,1e-30,1.15602605863192e-29
"GO:0006098","pentose-phosphate shunt",246,233,150.01,1e-30,1.15602605863192e-29
"GO:0048229","gametophyte development",840,676,512.22,1e-30,1.15602605863192e-29
"GO:0048468","cell development",1579,1188,962.85,1e-30,1.15602605863192e-29
"GO:0019344","cysteine biosynthetic process",295,272,179.89,1e-30,1.15602605863192e-29
"GO:0070542","response to fatty acid",904,721,551.25,1e-30,1.15602605863192e-29
"GO:0006073","cellular glucan metabolic process",831,669,506.73,1e-30,1.15602605863192e-29
"GO:0060429","epithelium development",817,659,498.2,1e-30,1.15602605863192e-29
"GO:0010256","endomembrane system organization",405,357,246.96,1e-30,1.15602605863192e-29
"GO:0009753","response to jasmonic acid",901,718,549.42,1e-30,1.15602605863192e-29
"GO:0009627","systemic acquired resistance",720,589,439.05,1e-30,1.15602605863192e-29
"GO:0009658","chloroplast organization",412,362,251.23,1e-30,1.15602605863192e-29
"GO:0031399","regulation of protein modification proce...",606,506,369.53,1e-30,1.15602605863192e-29
"GO:1901659","glycosyl compound biosynthetic process",324,294,197.57,1e-30,1.15602605863192e-29
"GO:0000902","cell morphogenesis",1303,997,794.55,1e-30,1.15602605863192e-29
"GO:0044042","glucan metabolic process",843,676,514.05,1e-30,1.15602605863192e-29
"GO:0048507","meristem development",896,713,546.37,1e-30,1.15602605863192e-29
"GO:0016043","cellular component organization",9589,6328,5847.25,1e-30,1.15602605863192e-29
"GO:0033692","cellular polysaccharide biosynthetic pro...",878,700,535.39,1e-30,1.15602605863192e-29
"GO:0032101","regulation of response to external stimu...",891,709,543.32,1e-30,1.15602605863192e-29
"GO:0044106","cellular amine metabolic process",557,469,339.65,1e-30,1.15602605863192e-29
"GO:0045088","regulation of innate immune response",749,608,456.73,1e-30,1.15602605863192e-29
"GO:0034284","response to monosaccharide",325,294,198.18,1e-30,1.15602605863192e-29
"GO:0030855","epithelial cell differentiation",735,597,448.19,1e-30,1.15602605863192e-29
"GO:0042180","cellular ketone metabolic process",1011,792,616.49,1e-30,1.15602605863192e-29
"GO:0071407","cellular response to organic cyclic comp...",787,634,479.9,1e-30,1.15602605863192e-29
"GO:0010207","photosystem II assembly",188,183,114.64,1e-30,1.15602605863192e-29
"GO:0009793","embryo development ending in seed dorman...",1008,789,614.67,1e-30,1.15602605863192e-29
"GO:0009751","response to salicylic acid",893,708,544.54,1e-30,1.15602605863192e-29
"GO:0009913","epidermal cell differentiation",722,586,440.27,1e-30,1.15602605863192e-29
"GO:0051702","biological process involved in interacti...",812,650,495.15,1e-30,1.15602605863192e-29
"GO:0009698","phenylpropanoid metabolic process",742,600,452.46,1e-30,1.15602605863192e-29
"GO:0048638","regulation of developmental growth",588,489,358.55,1e-30,1.15602605863192e-29
"GO:0060560","developmental growth involved in morphog...",1052,818,641.5,1e-30,1.15602605863192e-29
"GO:0031365","N-terminal protein amino acid modificati...",390,342,237.82,1e-30,1.15602605863192e-29
"GO:0007030","Golgi organization",317,286,193.3,1e-30,1.15602605863192e-29
"GO:0034050","programmed cell death induced by symbion...",810,648,493.93,1e-30,1.15602605863192e-29
"GO:0006497","protein lipidation",414,360,252.45,1e-30,1.15602605863192e-29
"GO:0042158","lipoprotein biosynthetic process",414,360,252.45,1e-30,1.15602605863192e-29
"GO:0016054","organic acid catabolic process",711,577,433.56,1e-30,1.15602605863192e-29
"GO:0009626","plant-type hypersensitive response",808,646,492.71,1e-30,1.15602605863192e-29
"GO:0009965","leaf morphogenesis",350,311,213.43,1e-30,1.15602605863192e-29
"GO:0009746","response to hexose",315,284,192.08,1e-30,1.15602605863192e-29
"GO:0048438","floral whorl development",817,652,498.2,1e-30,1.15602605863192e-29
"GO:0090627","plant epidermal cell differentiation",701,569,427.46,1e-30,1.15602605863192e-29
"GO:0046395","carboxylic acid catabolic process",689,560,420.14,1e-30,1.15602605863192e-29
"GO:0008219","cell death",1404,1057,856.14,1e-30,1.15602605863192e-29
"GO:0009072","aromatic amino acid family metabolic pro...",392,342,239.04,1e-30,1.15602605863192e-29
"GO:2000241","regulation of reproductive process",736,593,448.8,1e-30,1.15602605863192e-29
"GO:0010817","regulation of hormone levels",1038,805,632.96,1e-30,1.15602605863192e-29
"GO:0007165","signal transduction",5644,3821,3441.64,1e-30,1.15602605863192e-29
"GO:0008202","steroid metabolic process",477,405,290.87,1e-30,1.15602605863192e-29
"GO:0010053","root epidermal cell differentiation",671,546,409.17,1e-30,1.15602605863192e-29
"GO:0043094","cellular metabolic compound salvage",268,246,163.42,1e-30,1.15602605863192e-29
"GO:0048831","regulation of shoot system development",548,457,334.16,1.1e-30,1.2675e-29
"GO:0006498","N-terminal protein lipidation",351,310,214.04,1.8e-30,2.05408360128617e-29
"GO:0006499","N-terminal protein myristoylation",351,310,214.04,1.8e-30,2.05408360128617e-29
"GO:0018377","protein myristoylation",351,310,214.04,1.8e-30,2.05408360128617e-29
"GO:0033554","cellular response to stress",3495,2438,2131.2,1.9e-30,2.16125e-29
"GO:0010941","regulation of cell death",1039,804,633.57,2.3e-30,2.60789137380192e-29
"GO:0016137","glycoside metabolic process",320,286,195.13,2.7e-30,3.05168789808917e-29
"GO:0010054","trichoblast differentiation",652,531,397.58,4.1e-30,4.61933333333333e-29
"GO:0050776","regulation of immune response",794,632,484.17,4.2e-30,4.7170253164557e-29
"GO:0048469","cell maturation",616,505,375.63,4.6e-30,5.14996845425868e-29
