"GO.ID","Term","Annotated","Significant","Expected","classicFisher","q_value"
"GO:0009259","ribonucleotide metabolic process",1434,1083,782.46,1e-30,1.27204301075269e-29
"GO:0043207","response to external biotic stimulus",3075,2110,1677.87,1e-30,1.27204301075269e-29
"GO:0006810","transport",7662,4812,4180.75,1e-30,1.27204301075269e-29
"GO:0044282","small molecule catabolic process",1878,1366,1024.73,1e-30,1.27204301075269e-29
"GO:0042254","ribosome biogenesis",756,627,412.51,1e-30,1.27204301075269e-29
"GO:0051707","response to other organism",3070,2105,1675.14,1e-30,1.27204301075269e-29
"GO:0006396","RNA processing",2266,1609,1236.44,1e-30,1.27204301075269e-29
"GO:0033036","macromolecule localization",2957,2035,1613.48,1e-30,1.27204301075269e-29
"GO:0022622","root system development",1217,937,664.05,1e-30,1.27204301075269e-29
"GO:0044267","cellular protein metabolic process",8851,5486,4829.52,1e-30,1.27204301075269e-29
"GO:0048364","root development",1215,935,662.96,1e-30,1.27204301075269e-29
"GO:0040007","growth",1973,1421,1076.56,1e-30,1.27204301075269e-29
"GO:0009725","response to hormone",3459,2335,1887.39,1e-30,1.27204301075269e-29
"GO:0044248","cellular catabolic process",4164,2758,2272.08,1e-30,1.27204301075269e-29
"GO:0005976","polysaccharide metabolic process",1547,1149,844.12,1e-30,1.27204301075269e-29
"GO:0016043","cellular component organization",9589,5898,5232.21,1e-30,1.27204301075269e-29
"GO:0048646","anatomical structure formation involved ...",2233,1582,1218.43,1e-30,1.27204301075269e-29
"GO:1901657","glycosyl compound metabolic process",1132,877,617.67,1e-30,1.27204301075269e-29
"GO:0008610","lipid biosynthetic process",2033,1454,1109.3,1e-30,1.27204301075269e-29
"GO:0043412","macromolecule modification",7672,4799,4186.21,1e-30,1.27204301075269e-29
"GO:0050896","response to stimulus",17671,10364,9642.13,1e-30,1.27204301075269e-29
"GO:0044262","cellular carbohydrate metabolic process",1699,1242,927.05,1e-30,1.27204301075269e-29
"GO:1901137","carbohydrate derivative biosynthetic pro...",1483,1103,809.19,1e-30,1.27204301075269e-29
"GO:1901361","organic cyclic compound catabolic proces...",1388,1041,757.36,1e-30,1.27204301075269e-29
"GO:0051234","establishment of localization",8172,5081,4459.03,1e-30,1.27204301075269e-29
"GO:0009719","response to endogenous stimulus",3609,2415,1969.24,1e-30,1.27204301075269e-29
"GO:1901615","organic hydroxy compound metabolic proce...",1517,1123,827.75,1e-30,1.27204301075269e-29
"GO:0010016","shoot system morphogenesis",797,647,434.88,1e-30,1.27204301075269e-29
"GO:0006090","pyruvate metabolic process",598,508,326.3,1e-30,1.27204301075269e-29
"GO:0070887","cellular response to chemical stimulus",3232,2186,1763.53,1e-30,1.27204301075269e-29
"GO:0009658","chloroplast organization",412,372,224.81,1e-30,1.27204301075269e-29
"GO:0019538","protein metabolic process",9892,6051,5397.54,1e-30,1.27204301075269e-29
"GO:0008652","cellular amino acid biosynthetic process",736,604,401.6,1e-30,1.27204301075269e-29
"GO:0019439","aromatic compound catabolic process",1372,1027,748.63,1e-30,1.27204301075269e-29
"GO:0044272","sulfur compound biosynthetic process",739,605,403.23,1e-30,1.27204301075269e-29
"GO:0009607","response to biotic stimulus",3249,2191,1772.81,1e-30,1.27204301075269e-29
"GO:2000026","regulation of multicellular organismal d...",1177,898,642.23,1e-30,1.27204301075269e-29
"GO:0044264","cellular polysaccharide metabolic proces...",1283,967,700.07,1e-30,1.27204301075269e-29
"GO:0048856","anatomical structure development",10879,6598,5936.1,1e-30,1.27204301075269e-29
"GO:0044419","biological process involved in interspec...",3263,2198,1780.45,1e-30,1.27204301075269e-29
"GO:0044249","cellular biosynthetic process",14455,8585,7887.33,1e-30,1.27204301075269e-29
"GO:0044270","cellular nitrogen compound catabolic pro...",1324,992,722.44,1e-30,1.27204301075269e-29
"GO:0006950","response to stress",9673,5913,5278.05,1e-30,1.27204301075269e-29
"GO:0022613","ribonucleoprotein complex biogenesis",946,742,516.18,1e-30,1.27204301075269e-29
"GO:0006520","cellular amino acid metabolic process",1404,1042,766.09,1e-30,1.27204301075269e-29
"GO:0046700","heterocycle catabolic process",1321,988,720.8,1e-30,1.27204301075269e-29
"GO:0098542","defense response to other organism",2289,1598,1248.99,1e-30,1.27204301075269e-29
"GO:0043603","cellular amide metabolic process",2173,1526,1185.69,1e-30,1.27204301075269e-29
"GO:0048316","seed development",1305,977,712.07,1e-30,1.27204301075269e-29
"GO:0033692","cellular polysaccharide biosynthetic pro...",878,695,479.08,1e-30,1.27204301075269e-29
"GO:0048589","developmental growth",1527,1118,833.2,1e-30,1.27204301075269e-29
"GO:1901605","alpha-amino acid metabolic process",920,722,502,1e-30,1.27204301075269e-29
"GO:0010154","fruit development",1447,1065,789.55,1e-30,1.27204301075269e-29
"GO:0006605","protein targeting",1231,925,671.69,1e-30,1.27204301075269e-29
"GO:0090567","reproductive shoot system development",1568,1141,855.57,1e-30,1.27204301075269e-29
"GO:0010015","root morphogenesis",864,682,471.44,1e-30,1.27204301075269e-29
"GO:0034637","cellular carbohydrate biosynthetic proce...",941,732,513.45,1e-30,1.27204301075269e-29
"GO:0051641","cellular localization",3477,2306,1897.22,1e-30,1.27204301075269e-29
"GO:0010027","thylakoid membrane organization",327,300,178.43,1e-30,1.27204301075269e-29
"GO:0048513","animal organ development",3864,2534,2108.38,1e-30,1.27204301075269e-29
"GO:0009908","flower development",1546,1120,843.57,1e-30,1.27204301075269e-29
"GO:0009266","response to temperature stimulus",1651,1186,900.86,1e-30,1.27204301075269e-29
"GO:0006006","glucose metabolic process",627,516,342.12,1e-30,1.27204301075269e-29
"GO:1901701","cellular response to oxygen-containing c...",2013,1412,1098.39,1e-30,1.27204301075269e-29
"GO:0072521","purine-containing compound metabolic pro...",1461,1065,797.19,1e-30,1.27204301075269e-29
"GO:0000096","sulfur amino acid metabolic process",501,427,273.37,1e-30,1.27204301075269e-29
"GO:0009668","plastid membrane organization",328,300,178.97,1e-30,1.27204301075269e-29
"GO:0071554","cell wall organization or biogenesis",2094,1461,1142.59,1e-30,1.27204301075269e-29
"GO:0071310","cellular response to organic substance",2494,1705,1360.84,1e-30,1.27204301075269e-29
"GO:0006163","purine nucleotide metabolic process",1410,1030,769.36,1e-30,1.27204301075269e-29
"GO:0009793","embryo development ending in seed dorman...",1008,770,550.01,1e-30,1.27204301075269e-29
"GO:0010038","response to metal ion",1146,860,625.31,1e-30,1.27204301075269e-29
"GO:0009150","purine ribonucleotide metabolic process",1261,934,688.06,1e-30,1.27204301075269e-29
"GO:0034655","nucleobase-containing compound catabolic...",1036,788,565.29,1e-30,1.27204301075269e-29
"GO:0019318","hexose metabolic process",702,565,383.04,1e-30,1.27204301075269e-29
"GO:0006970","response to osmotic stress",1690,1205,922.14,1e-30,1.27204301075269e-29
"GO:0009653","anatomical structure morphogenesis",4060,2639,2215.33,1e-30,1.27204301075269e-29
"GO:0048827","phyllome development",1481,1072,808.1,1e-30,1.27204301075269e-29
"GO:1901617","organic hydroxy compound biosynthetic pr...",984,751,536.92,1e-30,1.27204301075269e-29
"GO:0072330","monocarboxylic acid biosynthetic process",1118,838,610.03,1e-30,1.27204301075269e-29
"GO:0051301","cell division",792,623,432.15,1e-30,1.27204301075269e-29
"GO:0005996","monosaccharide metabolic process",800,628,436.52,1e-30,1.27204301075269e-29
"GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",306,280,166.97,1e-30,1.27204301075269e-29
"GO:0009651","response to salt stress",1567,1123,855.03,1e-30,1.27204301075269e-29
"GO:0019288","isopentenyl diphosphate biosynthetic pro...",305,279,166.42,1e-30,1.27204301075269e-29
"GO:0061024","membrane organization",961,733,524.37,1e-30,1.27204301075269e-29
"GO:0009240","isopentenyl diphosphate biosynthetic pro...",316,287,172.42,1e-30,1.27204301075269e-29
"GO:0046490","isopentenyl diphosphate metabolic proces...",316,287,172.42,1e-30,1.27204301075269e-29
"GO:0051239","regulation of multicellular organismal p...",1470,1060,802.1,1e-30,1.27204301075269e-29
"GO:0009058","biosynthetic process",15894,9303,8672.52,1e-30,1.27204301075269e-29
"GO:0006081","cellular aldehyde metabolic process",498,418,271.73,1e-30,1.27204301075269e-29
"GO:0000097","sulfur amino acid biosynthetic process",427,367,232.99,1e-30,1.27204301075269e-29
"GO:1901607","alpha-amino acid biosynthetic process",625,505,341.03,1e-30,1.27204301075269e-29
"GO:0032501","multicellular organismal process",12191,7253,6651.99,1e-30,1.27204301075269e-29
"GO:0051128","regulation of cellular component organiz...",771,603,420.69,1e-30,1.27204301075269e-29
"GO:0010053","root epidermal cell differentiation",671,535,366.13,1e-30,1.27204301075269e-29
"GO:0010054","trichoblast differentiation",652,522,355.76,1e-30,1.27204301075269e-29
"GO:0043604","amide biosynthetic process",1825,1275,995.81,1e-30,1.27204301075269e-29
"GO:0006073","cellular glucan metabolic process",831,641,453.43,1e-30,1.27204301075269e-29
"GO:0043414","macromolecule methylation",828,639,451.8,1e-30,1.27204301075269e-29
"GO:0090627","plant epidermal cell differentiation",701,554,382.5,1e-30,1.27204301075269e-29
"GO:0008654","phospholipid biosynthetic process",614,495,335.03,1e-30,1.27204301075269e-29
"GO:0009790","embryo development",1554,1104,847.94,1e-30,1.27204301075269e-29
"GO:0033043","regulation of organelle organization",523,432,285.37,1e-30,1.27204301075269e-29
"GO:0060429","epithelium development",817,631,445.79,1e-30,1.27204301075269e-29
"GO:0030154","cell differentiation",2806,1869,1531.09,1e-30,1.27204301075269e-29
"GO:0033993","response to lipid",2330,1581,1271.36,1e-30,1.27204301075269e-29
"GO:0043043","peptide biosynthetic process",1729,1211,943.42,1e-30,1.27204301075269e-29
"GO:0006091","generation of precursor metabolites and ...",1377,990,751.36,1e-30,1.27204301075269e-29
"GO:0044042","glucan metabolic process",843,646,459.98,1e-30,1.27204301075269e-29
"GO:0051179","localization",9546,5756,5208.75,1e-30,1.27204301075269e-29
"GO:0048469","cell maturation",616,494,336.12,1e-30,1.27204301075269e-29
"GO:0006412","translation",1709,1196,932.51,1e-30,1.27204301075269e-29
"GO:0044255","cellular lipid metabolic process",2545,1707,1388.67,1e-30,1.27204301075269e-29
"GO:0010228","vegetative to reproductive phase transit...",766,594,417.97,1e-30,1.27204301075269e-29
"GO:0008544","epidermis development",757,588,413.05,1e-30,1.27204301075269e-29
"GO:0006518","peptide metabolic process",1856,1286,1012.72,1e-30,1.27204301075269e-29
"GO:0048764","trichoblast maturation",600,482,327.39,1e-30,1.27204301075269e-29
"GO:0048765","root hair cell differentiation",600,482,327.39,1e-30,1.27204301075269e-29
"GO:0006464","cellular protein modification process",6368,3946,3474.68,1e-30,1.27204301075269e-29
"GO:0036211","protein modification process",6368,3946,3474.68,1e-30,1.27204301075269e-29
"GO:0042546","cell wall biogenesis",791,609,431.61,1e-30,1.27204301075269e-29
"GO:1901565","organonitrogen compound catabolic proces...",2688,1789,1466.7,1e-30,1.27204301075269e-29
"GO:0033365","protein localization to organelle",833,636,454.52,1e-30,1.27204301075269e-29
"GO:0009743","response to carbohydrate",1301,936,709.89,1e-30,1.27204301075269e-29
"GO:0072593","reactive oxygen species metabolic proces...",736,571,401.6,1e-30,1.27204301075269e-29
"GO:0009617","response to bacterium",1194,868,651.5,1e-30,1.27204301075269e-29
"GO:0045087","innate immune response",1158,845,631.86,1e-30,1.27204301075269e-29
"GO:0006740","NADPH regeneration",247,228,134.77,1e-30,1.27204301075269e-29
"GO:0051156","glucose 6-phosphate metabolic process",247,228,134.77,1e-30,1.27204301075269e-29
"GO:0048507","meristem development",896,676,488.9,1e-30,1.27204301075269e-29
"GO:0019320","hexose catabolic process",470,390,256.45,1e-30,1.27204301075269e-29
"GO:0006098","pentose-phosphate shunt",246,227,134.23,1e-30,1.27204301075269e-29
"GO:0006007","glucose catabolic process",448,374,244.45,1e-30,1.27204301075269e-29
"GO:0071695","anatomical structure maturation",975,726,532.01,1e-30,1.27204301075269e-29
"GO:0046686","response to cadmium ion",860,651,469.26,1e-30,1.27204301075269e-29
"GO:0006739","NADP metabolic process",265,241,144.6,1e-30,1.27204301075269e-29
"GO:0046365","monosaccharide catabolic process",492,404,268.46,1e-30,1.27204301075269e-29
"GO:0021700","developmental maturation",1006,745,548.92,1e-30,1.27204301075269e-29
"GO:0034660","ncRNA metabolic process",967,718,527.64,1e-30,1.27204301075269e-29
"GO:0090626","plant epidermis morphogenesis",513,417,279.92,1e-30,1.27204301075269e-29
"GO:0046148","pigment biosynthetic process",503,410,274.46,1e-30,1.27204301075269e-29
"GO:0009069","serine family amino acid metabolic proce...",383,326,208.98,1e-30,1.27204301075269e-29
"GO:0051258","protein polymerization",376,321,205.16,1e-30,1.27204301075269e-29
"GO:1901698","response to nitrogen compound",1296,927,707.16,1e-30,1.27204301075269e-29
"GO:0072594","establishment of protein localization to...",753,578,410.87,1e-30,1.27204301075269e-29
"GO:0090698","post-embryonic plant morphogenesis",906,677,494.36,1e-30,1.27204301075269e-29
"GO:0048569","post-embryonic animal organ development",1004,740,547.83,1e-30,1.27204301075269e-29
"GO:0030855","epithelial cell differentiation",735,565,401.05,1e-30,1.27204301075269e-29
"GO:0048366","leaf development",770,588,420.15,1e-30,1.27204301075269e-29
"GO:0080134","regulation of response to stress",1202,866,655.87,1e-30,1.27204301075269e-29
"GO:0009913","epidermal cell differentiation",722,556,393.96,1e-30,1.27204301075269e-29
"GO:0042440","pigment metabolic process",686,532,374.31,1e-30,1.27204301075269e-29
"GO:0040008","regulation of growth",771,588,420.69,1e-30,1.27204301075269e-29
"GO:0042743","hydrogen peroxide metabolic process",646,505,352.49,1e-30,1.27204301075269e-29
"GO:0033554","cellular response to stress",3495,2254,1907.04,1e-30,1.27204301075269e-29
"GO:1901292","nucleoside phosphate catabolic process",663,516,361.76,1e-30,1.27204301075269e-29
"GO:0007010","cytoskeleton organization",1085,790,592.03,1e-30,1.27204301075269e-29
"GO:0048583","regulation of response to stimulus",2033,1377,1109.3,1e-30,1.27204301075269e-29
"GO:0016310","phosphorylation",3619,2323,1974.7,1e-30,1.27204301075269e-29
"GO:0006952","defense response",3292,2129,1796.27,1e-30,1.27204301075269e-29
"GO:0048468","cell development",1579,1097,861.58,1e-30,1.27204301075269e-29
"GO:0016049","cell growth",1292,918,704.98,1e-30,1.27204301075269e-29
"GO:0009166","nucleotide catabolic process",656,509,357.94,1e-30,1.27204301075269e-29
"GO:0048580","regulation of post-embryonic development",785,594,428.33,1e-30,1.27204301075269e-29
"GO:0006629","lipid metabolic process",3648,2337,1990.52,1e-30,1.27204301075269e-29
"GO:0034220","ion transmembrane transport",1672,1153,912.32,1e-30,1.27204301075269e-29
"GO:0006195","purine nucleotide catabolic process",648,503,353.58,1e-30,1.27204301075269e-29
"GO:0019748","secondary metabolic process",1619,1120,883.4,1e-30,1.27204301075269e-29
"GO:0051130","positive regulation of cellular componen...",305,266,166.42,1e-30,1.27204301075269e-29
"GO:0009409","response to cold",1084,785,591.48,1e-30,1.27204301075269e-29
"GO:0009116","nucleoside metabolic process",729,556,397.78,1e-30,1.27204301075269e-29
"GO:0046434","organophosphate catabolic process",711,544,387.96,1e-30,1.27204301075269e-29
"GO:0048638","regulation of developmental growth",588,462,320.84,1e-30,1.27204301075269e-29
"GO:0016071","mRNA metabolic process",1125,809,613.85,1e-30,1.27204301075269e-29
"GO:0010207","photosystem II assembly",188,177,102.58,1e-30,1.27204301075269e-29
"GO:0032870","cellular response to hormone stimulus",1933,1308,1054.74,1e-30,1.27204301075269e-29
"GO:0072523","purine-containing compound catabolic pro...",693,530,378.13,1e-30,1.27204301075269e-29
"GO:0009755","hormone-mediated signaling pathway",1829,1243,997.99,1e-30,1.27204301075269e-29
"GO:0080135","regulation of cellular response to stres...",725,550,395.59,1e-30,1.27204301075269e-29
"GO:0016052","carbohydrate catabolic process",976,712,532.55,1e-30,1.27204301075269e-29
"GO:0055085","transmembrane transport",2310,1532,1260.45,1e-30,1.27204301075269e-29
"GO:0071555","cell wall organization",1377,963,751.36,1e-30,1.27204301075269e-29
"GO:0001510","RNA methylation",269,237,146.78,1e-30,1.27204301075269e-29
"GO:0033014","tetrapyrrole biosynthetic process",222,202,121.13,1e-30,1.27204301075269e-29
"GO:0009451","RNA modification",1135,811,619.31,1e-30,1.27204301075269e-29
"GO:0032259","methylation",1375,961,750.26,1e-30,1.27204301075269e-29
"GO:0008299","isoprenoid biosynthetic process",740,558,403.78,1e-30,1.27204301075269e-29
"GO:0006644","phospholipid metabolic process",777,582,423.97,1e-30,1.27204301075269e-29
"GO:0009154","purine ribonucleotide catabolic process",560,439,305.56,1e-30,1.27204301075269e-29
"GO:0009261","ribonucleotide catabolic process",560,439,305.56,1e-30,1.27204301075269e-29
"GO:0032502","developmental process",12704,7448,6931.9,1e-30,1.27204301075269e-29
"GO:0006779","porphyrin-containing compound biosynthet...",212,194,115.68,1e-30,1.27204301075269e-29
"GO:0051716","cellular response to stimulus",8327,5002,4543.6,1e-30,1.27204301075269e-29
"GO:0009886","post-embryonic animal morphogenesis",704,533,384.14,1e-30,1.27204301075269e-29
"GO:0009965","leaf morphogenesis",350,294,190.98,1e-30,1.27204301075269e-29
"GO:0005982","starch metabolic process",353,296,192.61,1e-30,1.27204301075269e-29
"GO:0032535","regulation of cellular component size",371,308,202.44,1e-30,1.27204301075269e-29
"GO:0045229","external encapsulating structure organiz...",1470,1015,802.1,1e-30,1.27204301075269e-29
"GO:0010638","positive regulation of organelle organiz...",273,238,148.96,1e-30,1.27204301075269e-29
"GO:0009119","ribonucleoside metabolic process",599,462,326.84,1e-30,1.27204301075269e-29
"GO:0043903","regulation of biological process involve...",666,506,363.4,1e-30,1.27204301075269e-29
"GO:0065008","regulation of biological quality",3195,2048,1743.34,1e-30,1.27204301075269e-29
"GO:0031399","regulation of protein modification proce...",606,466,330.66,1e-30,1.27204301075269e-29
"GO:0034404","nucleobase-containing small molecule bio...",776,577,423.42,1e-30,1.27204301075269e-29
"GO:0034470","ncRNA processing",776,577,423.42,1e-30,1.27204301075269e-29
"GO:0046128","purine ribonucleoside metabolic process",585,452,319.2,1e-30,1.27204301075269e-29
"GO:0031347","regulation of defense response",1057,756,576.75,1.1e-30,1.38928825622776e-29
"GO:0042742","defense response to bacterium",879,643,479.62,1.1e-30,1.38928825622776e-29
"GO:0009070","serine family amino acid biosynthetic pr...",315,267,171.88,2.3e-30,2.89457446808511e-29
"GO:0043254","regulation of protein-containing complex...",219,197,119.5,3.2e-30,4.01300353356891e-29
"GO:0071669","plant-type cell wall organization or bio...",974,702,531.46,3.7e-30,4.62369718309859e-29
"GO:0008380","RNA splicing",703,528,383.59,4.4e-30,5.47915789473684e-29
"GO:0000910","cytokinesis",399,325,217.71,6e-30,7.44545454545455e-29
"GO:0051656","establishment of organelle localization",248,218,135.32,7.5e-30,9.2421875e-29
"GO:0048437","floral organ development",936,677,510.73,7.5e-30,9.2421875e-29
"GO:0044087","regulation of cellular component biogene...",273,236,148.96,1e-29,1.2280276816609e-28
"GO:0007154","cell communication",6495,3947,3543.98,1.1e-29,1.3461724137931e-28
"GO:0009639","response to red or far red light",745,554,406.51,1.4e-29,1.70742268041237e-28
"GO:0072657","protein localization to membrane",741,551,404.32,2e-29,2.43082191780822e-28
"GO:0044089","positive regulation of cellular componen...",199,181,108.58,2.3e-29,2.78590443686007e-28
"GO:0010363","regulation of plant-type hypersensitive ...",649,491,354.13,2.4e-29,2.89714285714286e-28
"GO:0006720","isoprenoid metabolic process",849,620,463.25,2.8e-29,3.34585858585859e-28
"GO:0009203","ribonucleoside triphosphate catabolic pr...",510,399,278.28,2.8e-29,3.34585858585859e-28
"GO:0009207","purine ribonucleoside triphosphate catab...",510,399,278.28,2.8e-29,3.34585858585859e-28
"GO:0009143","nucleoside triphosphate catabolic proces...",522,407,284.83,2.9e-29,3.45372483221477e-28
"GO:0042278","purine nucleoside metabolic process",596,456,325.21,3e-29,3.56086956521739e-28
"GO:0090150","establishment of protein localization to...",714,533,389.59,3.3e-29,3.9039e-28
"GO:0031334","positive regulation of protein-containin...",185,170,100.94,4.9e-29,5.77744186046512e-28
"GO:0071495","cellular response to endogenous stimulus",2085,1380,1137.67,5.2e-29,6.11086092715232e-28
"GO:0044036","cell wall macromolecule metabolic proces...",780,575,425.6,5.5e-29,6.44207920792079e-28
"GO:0097435","supramolecular fiber organization",493,387,269,5.6e-29,6.53763157894737e-28
"GO:0045088","regulation of innate immune response",749,555,408.69,5.7e-29,6.63255737704918e-28
"GO:0044550","secondary metabolite biosynthetic proces...",918,663,500.9,5.9e-29,6.8428431372549e-28
"GO:0098656","anion transmembrane transport",882,640,481.26,6.6e-29,7.62977198697069e-28
"GO:0090066","regulation of anatomical structure size",377,308,205.71,6.8e-29,7.83545454545455e-28
"GO:2000241","regulation of reproductive process",736,546,401.6,9.9e-29,1.13705825242718e-27
"GO:0010073","meristem maintenance",563,433,307.2,1.1e-28,1.25527331189711e-27
"GO:1901136","carbohydrate derivative catabolic proces...",713,531,389.05,1.1e-28,1.25527331189711e-27
"GO:0042454","ribonucleoside catabolic process",542,419,295.74,1.2e-28,1.35630573248408e-27
"GO:0046130","purine ribonucleoside catabolic process",539,417,294.1,1.2e-28,1.35630573248408e-27
"GO:0016192","vesicle-mediated transport",1474,1008,804.28,1.2e-28,1.35630573248408e-27
"GO:0009626","plant-type hypersensitive response",808,592,440.88,1.3e-28,1.46466666666667e-27
