"GO.ID","Term","Annotated","Significant","Expected","classicFisher","q_value"
"GO:0032501","multicellular organismal process",12191,8867,8253.66,1e-30,1.13386581469649e-29
"GO:0034622","cellular protein-containing complex asse...",1407,1196,952.58,1e-30,1.13386581469649e-29
"GO:0043603","cellular amide metabolic process",2173,1775,1471.18,1e-30,1.13386581469649e-29
"GO:0055085","transmembrane transport",2310,1877,1563.94,1e-30,1.13386581469649e-29
"GO:0009826","unidimensional cell growth",853,762,577.51,1e-30,1.13386581469649e-29
"GO:0046700","heterocycle catabolic process",1321,1128,894.36,1e-30,1.13386581469649e-29
"GO:0000902","cell morphogenesis",1303,1114,882.17,1e-30,1.13386581469649e-29
"GO:0030154","cell differentiation",2806,2241,1899.74,1e-30,1.13386581469649e-29
"GO:0071554","cell wall organization or biogenesis",2094,1713,1417.7,1e-30,1.13386581469649e-29
"GO:0080134","regulation of response to stress",1202,1034,813.79,1e-30,1.13386581469649e-29
"GO:0009657","plastid organization",669,612,452.93,1e-30,1.13386581469649e-29
"GO:0005996","monosaccharide metabolic process",800,716,541.62,1e-30,1.13386581469649e-29
"GO:0043412","macromolecule modification",7672,5710,5194.17,1e-30,1.13386581469649e-29
"GO:0034220","ion transmembrane transport",1672,1390,1131.99,1e-30,1.13386581469649e-29
"GO:0006631","fatty acid metabolic process",1004,875,679.74,1e-30,1.13386581469649e-29
"GO:0051239","regulation of multicellular organismal p...",1470,1234,995.23,1e-30,1.13386581469649e-29
"GO:0048583","regulation of response to stimulus",2033,1658,1376.4,1e-30,1.13386581469649e-29
"GO:0006091","generation of precursor metabolites and ...",1377,1163,932.27,1e-30,1.13386581469649e-29
"GO:0009737","response to abscisic acid",1398,1179,946.49,1e-30,1.13386581469649e-29
"GO:0006066","alcohol metabolic process",866,766,586.31,1e-30,1.13386581469649e-29
"GO:0071495","cellular response to endogenous stimulus",2085,1696,1411.61,1e-30,1.13386581469649e-29
"GO:0006081","cellular aldehyde metabolic process",498,468,337.16,1e-30,1.13386581469649e-29
"GO:0006006","glucose metabolic process",627,574,424.5,1e-30,1.13386581469649e-29
"GO:0045087","innate immune response",1158,993,784,1e-30,1.13386581469649e-29
"GO:1901607","alpha-amino acid biosynthetic process",625,572,423.14,1e-30,1.13386581469649e-29
"GO:0048437","floral organ development",936,820,633.7,1e-30,1.13386581469649e-29
"GO:0019318","hexose metabolic process",702,634,475.27,1e-30,1.13386581469649e-29
"GO:0010243","response to organonitrogen compound",845,747,572.09,1e-30,1.13386581469649e-29
"GO:0048580","regulation of post-embryonic development",785,699,531.47,1e-30,1.13386581469649e-29
"GO:0048468","cell development",1579,1311,1069.03,1e-30,1.13386581469649e-29
"GO:0021700","developmental maturation",1006,872,681.09,1e-30,1.13386581469649e-29
"GO:0016043","cellular component organization",9589,7027,6492.03,1e-30,1.13386581469649e-29
"GO:0000096","sulfur amino acid metabolic process",501,468,339.19,1e-30,1.13386581469649e-29
"GO:0005976","polysaccharide metabolic process",1547,1286,1047.36,1e-30,1.13386581469649e-29
"GO:0009793","embryo development ending in seed dorman...",1008,873,682.45,1e-30,1.13386581469649e-29
"GO:0051301","cell division",792,703,536.21,1e-30,1.13386581469649e-29
"GO:0072594","establishment of protein localization to...",753,672,509.8,1e-30,1.13386581469649e-29
"GO:0009617","response to bacterium",1194,1015,808.37,1e-30,1.13386581469649e-29
"GO:1901698","response to nitrogen compound",1296,1093,877.43,1e-30,1.13386581469649e-29
"GO:0033365","protein localization to organelle",833,734,563.97,1e-30,1.13386581469649e-29
"GO:0016052","carbohydrate catabolic process",976,846,660.78,1e-30,1.13386581469649e-29
"GO:0048588","developmental cell growth",814,718,551.1,1e-30,1.13386581469649e-29
"GO:0071695","anatomical structure maturation",975,844,660.1,1e-30,1.13386581469649e-29
"GO:0048366","leaf development",770,683,521.31,1e-30,1.13386581469649e-29
"GO:0071396","cellular response to lipid",1302,1095,881.49,1e-30,1.13386581469649e-29
"GO:0001101","response to acid chemical",942,817,637.76,1e-30,1.13386581469649e-29
"GO:0010015","root morphogenesis",864,756,584.95,1e-30,1.13386581469649e-29
"GO:0009932","cell tip growth",620,562,419.76,1e-30,1.13386581469649e-29
"GO:0042440","pigment metabolic process",686,615,464.44,1e-30,1.13386581469649e-29
"GO:0034655","nucleobase-containing compound catabolic...",1036,889,701.4,1e-30,1.13386581469649e-29
"GO:0006979","response to oxidative stress",1183,1002,800.93,1e-30,1.13386581469649e-29
"GO:0031347","regulation of defense response",1057,905,715.62,1e-30,1.13386581469649e-29
"GO:0008654","phospholipid biosynthetic process",614,556,415.7,1e-30,1.13386581469649e-29
"GO:0009415","response to water",920,798,622.87,1e-30,1.13386581469649e-29
"GO:0009414","response to water deprivation",895,778,605.94,1e-30,1.13386581469649e-29
"GO:0000097","sulfur amino acid biosynthetic process",427,402,289.09,1e-30,1.13386581469649e-29
"GO:0014070","response to organic cyclic compound",1474,1221,997.94,1e-30,1.13386581469649e-29
"GO:0098656","anion transmembrane transport",882,767,597.14,1e-30,1.13386581469649e-29
"GO:0009626","plant-type hypersensitive response",808,709,547.04,1e-30,1.13386581469649e-29
"GO:0000271","polysaccharide biosynthetic process",1050,897,710.88,1e-30,1.13386581469649e-29
"GO:0034976","response to endoplasmic reticulum stress",626,564,423.82,1e-30,1.13386581469649e-29
"GO:0007154","cell communication",6495,4839,4397.3,1e-30,1.13386581469649e-29
"GO:0034050","programmed cell death induced by symbion...",810,710,548.39,1e-30,1.13386581469649e-29
"GO:0006996","organelle organization",5411,4073,3663.4,1e-30,1.13386581469649e-29
"GO:0010200","response to chitin",703,625,475.95,1e-30,1.13386581469649e-29
"GO:0051702","biological process involved in interacti...",812,711,549.75,1e-30,1.13386581469649e-29
"GO:0006644","phospholipid metabolic process",777,683,526.05,1e-30,1.13386581469649e-29
"GO:0006364","rRNA processing",498,459,337.16,1e-30,1.13386581469649e-29
"GO:0061024","membrane organization",961,826,650.62,1e-30,1.13386581469649e-29
"GO:0006464","cellular protein modification process",6368,4742,4311.32,1e-30,1.13386581469649e-29
"GO:0036211","protein modification process",6368,4742,4311.32,1e-30,1.13386581469649e-29
"GO:0042254","ribosome biogenesis",756,665,511.83,1e-30,1.13386581469649e-29
"GO:0009069","serine family amino acid metabolic proce...",383,363,259.3,1e-30,1.13386581469649e-29
"GO:0071669","plant-type cell wall organization or bio...",974,835,659.43,1e-30,1.13386581469649e-29
"GO:0043604","amide biosynthetic process",1825,1478,1235.58,1e-30,1.13386581469649e-29
"GO:0090698","post-embryonic plant morphogenesis",906,782,613.39,1e-30,1.13386581469649e-29
"GO:0016072","rRNA metabolic process",509,467,344.61,1e-30,1.13386581469649e-29
"GO:0044264","cellular polysaccharide metabolic proces...",1283,1071,868.63,1e-30,1.13386581469649e-29
"GO:0046434","organophosphate catabolic process",711,629,481.37,1e-30,1.13386581469649e-29
"GO:0080135","regulation of cellular response to stres...",725,640,490.85,1e-30,1.13386581469649e-29
"GO:0048229","gametophyte development",840,730,568.7,1e-30,1.13386581469649e-29
"GO:0048438","floral whorl development",817,712,553.13,1e-30,1.13386581469649e-29
"GO:0051716","cellular response to stimulus",8327,6110,5637.62,1e-30,1.13386581469649e-29
"GO:0045229","external encapsulating structure organiz...",1470,1211,995.23,1e-30,1.13386581469649e-29
"GO:0046148","pigment biosynthetic process",503,461,340.55,1e-30,1.13386581469649e-29
"GO:0009658","chloroplast organization",412,386,278.94,1e-30,1.13386581469649e-29
"GO:0072523","purine-containing compound catabolic pro...",693,613,469.18,1e-30,1.13386581469649e-29
"GO:0032502","developmental process",12704,9127,8600.98,1e-30,1.13386581469649e-29
"GO:0048831","regulation of shoot system development",548,497,371.01,1e-30,1.13386581469649e-29
"GO:0006007","glucose catabolic process",448,415,303.31,1e-30,1.13386581469649e-29
"GO:0046365","monosaccharide catabolic process",492,451,333.1,1e-30,1.13386581469649e-29
"GO:0019320","hexose catabolic process",470,433,318.2,1e-30,1.13386581469649e-29
"GO:0008299","isoprenoid biosynthetic process",740,649,501,1e-30,1.13386581469649e-29
"GO:0019748","secondary metabolic process",1619,1319,1096.11,1e-30,1.13386581469649e-29
"GO:0009116","nucleoside metabolic process",729,640,493.55,1e-30,1.13386581469649e-29
"GO:0009240","isopentenyl diphosphate biosynthetic pro...",316,304,213.94,1e-30,1.13386581469649e-29
"GO:0046490","isopentenyl diphosphate metabolic proces...",316,304,213.94,1e-30,1.13386581469649e-29
"GO:1901292","nucleoside phosphate catabolic process",663,587,448.87,1e-30,1.13386581469649e-29
"GO:0019682","glyceraldehyde-3-phosphate metabolic pro...",306,295,207.17,1e-30,1.13386581469649e-29
"GO:0019288","isopentenyl diphosphate biosynthetic pro...",305,294,206.49,1e-30,1.13386581469649e-29
"GO:2000241","regulation of reproductive process",736,644,498.29,1e-30,1.13386581469649e-29
"GO:0006518","peptide metabolic process",1856,1492,1256.57,1e-30,1.13386581469649e-29
"GO:0009909","regulation of flower development",519,471,351.38,1e-30,1.13386581469649e-29
"GO:0090627","plant epidermal cell differentiation",701,616,474.6,1e-30,1.13386581469649e-29
"GO:0006195","purine nucleotide catabolic process",648,574,438.71,1e-30,1.13386581469649e-29
"GO:0071555","cell wall organization",1377,1134,932.27,1e-30,1.13386581469649e-29
"GO:0071407","cellular response to organic cyclic comp...",787,683,532.82,1e-30,1.13386581469649e-29
"GO:0043903","regulation of biological process involve...",666,588,450.9,1e-30,1.13386581469649e-29
"GO:0007389","pattern specification process",741,647,501.68,1e-30,1.13386581469649e-29
"GO:0009166","nucleotide catabolic process",656,580,444.13,1e-30,1.13386581469649e-29
"GO:0040008","regulation of growth",771,670,521.99,1e-30,1.13386581469649e-29
"GO:0009790","embryo development",1554,1265,1052.1,1e-30,1.13386581469649e-29
"GO:0043043","peptide biosynthetic process",1729,1395,1170.58,1e-30,1.13386581469649e-29
"GO:0006720","isoprenoid metabolic process",849,730,574.8,1e-30,1.13386581469649e-29
"GO:0008219","cell death",1404,1152,950.55,1e-30,1.13386581469649e-29
"GO:0046165","alcohol biosynthetic process",511,463,345.96,1e-30,1.13386581469649e-29
"GO:0072657","protein localization to membrane",741,645,501.68,1e-30,1.13386581469649e-29
"GO:0009119","ribonucleoside metabolic process",599,533,405.54,1e-30,1.13386581469649e-29
"GO:0010363","regulation of plant-type hypersensitive ...",649,572,439.39,1e-30,1.13386581469649e-29
"GO:0034637","cellular carbohydrate biosynthetic proce...",941,799,637.08,1e-30,1.13386581469649e-29
"GO:0007010","cytoskeleton organization",1085,909,734.58,1e-30,1.13386581469649e-29
"GO:0048569","post-embryonic animal organ development",1004,847,679.74,1e-30,1.13386581469649e-29
"GO:0010053","root epidermal cell differentiation",671,589,454.29,1e-30,1.13386581469649e-29
"GO:0006412","translation",1709,1376,1157.04,1e-30,1.13386581469649e-29
"GO:0048507","meristem development",896,763,606.62,1e-30,1.13386581469649e-29
"GO:0046128","purine ribonucleoside metabolic process",585,520,396.06,1e-30,1.13386581469649e-29
"GO:0009154","purine ribonucleotide catabolic process",560,500,379.14,1e-30,1.13386581469649e-29
"GO:0009261","ribonucleotide catabolic process",560,500,379.14,1e-30,1.13386581469649e-29
"GO:0022613","ribonucleoprotein complex biogenesis",946,801,640.47,1e-30,1.13386581469649e-29
"GO:0016054","organic acid catabolic process",711,619,481.37,1e-30,1.13386581469649e-29
"GO:0090150","establishment of protein localization to...",714,621,483.4,1e-30,1.13386581469649e-29
"GO:0007165","signal transduction",5644,4198,3821.15,1e-30,1.13386581469649e-29
"GO:1901658","glycosyl compound catabolic process",577,513,390.65,1e-30,1.13386581469649e-29
"GO:0044249","cellular biosynthetic process",14455,10287,9786.45,1e-30,1.13386581469649e-29
"GO:0009408","response to heat",511,460,345.96,1e-30,1.13386581469649e-29
"GO:0009751","response to salicylic acid",893,759,604.59,1e-30,1.13386581469649e-29
"GO:0006612","protein targeting to membrane",663,580,448.87,1e-30,1.13386581469649e-29
"GO:0048469","cell maturation",616,543,417.05,1e-30,1.13386581469649e-29
"GO:1901136","carbohydrate derivative catabolic proces...",713,619,482.72,1e-30,1.13386581469649e-29
"GO:0042278","purine nucleoside metabolic process",596,527,403.51,1e-30,1.13386581469649e-29
"GO:0035966","response to topologically incorrect prot...",562,500,380.49,1e-30,1.13386581469649e-29
"GO:0042454","ribonucleoside catabolic process",542,484,366.95,1e-30,1.13386581469649e-29
"GO:0046395","carboxylic acid catabolic process",689,600,466.47,1e-30,1.13386581469649e-29
"GO:0033692","cellular polysaccharide biosynthetic pro...",878,746,594.43,1e-30,1.13386581469649e-29
"GO:0046130","purine ribonucleoside catabolic process",539,481,364.92,1e-30,1.13386581469649e-29
"GO:0010054","trichoblast differentiation",652,570,441.42,1e-30,1.13386581469649e-29
"GO:0042742","defense response to bacterium",879,746,595.11,1e-30,1.13386581469649e-29
"GO:0009627","systemic acquired resistance",720,623,487.46,1e-30,1.13386581469649e-29
"GO:0009070","serine family amino acid biosynthetic pr...",315,298,213.26,1e-30,1.13386581469649e-29
"GO:0044403","biological process involved in symbiotic...",1055,880,714.27,1e-30,1.13386581469649e-29
"GO:0048869","cellular developmental process",3474,2650,2352,1e-30,1.13386581469649e-29
"GO:0033554","cellular response to stress",3495,2665,2366.22,1e-30,1.13386581469649e-29
"GO:0072527","pyrimidine-containing compound metabolic...",268,258,181.44,1e-30,1.13386581469649e-29
"GO:0009164","nucleoside catabolic process",559,496,378.46,1e-30,1.13386581469649e-29
"GO:0051128","regulation of cellular component organiz...",771,662,521.99,1e-30,1.13386581469649e-29
"GO:0043414","macromolecule methylation",828,706,560.58,1e-30,1.13386581469649e-29
"GO:0008544","epidermis development",757,651,512.51,1e-30,1.13386581469649e-29
"GO:0032259","methylation",1375,1120,930.91,1e-30,1.13386581469649e-29
"GO:0048764","trichoblast maturation",600,528,406.22,1e-30,1.13386581469649e-29
"GO:0048765","root hair cell differentiation",600,528,406.22,1e-30,1.13386581469649e-29
"GO:0009620","response to fungus",1075,894,727.81,1e-30,1.13386581469649e-29
"GO:0000904","cell morphogenesis involved in different...",764,656,517.25,1e-30,1.13386581469649e-29
"GO:0034656","nucleobase-containing small molecule cat...",561,497,379.81,1e-30,1.13386581469649e-29
"GO:0009664","plant-type cell wall organization",732,631,495.59,1e-30,1.13386581469649e-29
"GO:0009642","response to light intensity",445,404,301.28,1e-30,1.13386581469649e-29
"GO:0012501","programmed cell death",1282,1049,867.95,1e-30,1.13386581469649e-29
"GO:0002831","regulation of response to biotic stimulu...",822,700,556.52,1e-30,1.13386581469649e-29
"GO:0032268","regulation of cellular protein metabolic...",1017,849,688.54,1e-30,1.13386581469649e-29
"GO:0060429","epithelium development",817,696,553.13,1e-30,1.13386581469649e-29
"GO:0006152","purine nucleoside catabolic process",548,486,371.01,1e-30,1.13386581469649e-29
"GO:0034404","nucleobase-containing small molecule bio...",776,664,525.37,1e-30,1.13386581469649e-29
"GO:0070542","response to fatty acid",904,762,612.03,1e-30,1.13386581469649e-29
"GO:0009308","amine metabolic process",950,797,643.18,1.1e-30,1.24328025477707e-29
"GO:0048638","regulation of developmental growth",588,517,398.09,1.2e-30,1.352e-29
"GO:0009753","response to jasmonic acid",901,759,610,2e-30,2.24620253164557e-29
"GO:0009913","epidermal cell differentiation",722,621,488.81,2.6e-30,2.91085173501577e-29
