"GO.ID","Term","Annotated","Significant","Expected","classicFisher","q_value"
"GO:0009116","nucleoside metabolic process",729,473,329.41,2.3e-27,8.41515463917526e-26
"GO:0006082","organic acid metabolic process",3931,2091,1776.28,4.5e-27,1.62964285714286e-25
"GO:0051179","localization",9546,4750,4313.5,8.4e-27,3.01127272727273e-25
"GO:0019752","carboxylic acid metabolic process",3678,1966,1661.96,8.7e-27,3.08763e-25
"GO:1901658","glycosyl compound catabolic process",577,387,260.73,1e-26,3.51386138613861e-25
"GO:0080134","regulation of response to stress",1202,724,543.14,1.1e-26,3.82735294117647e-25
"GO:0001101","response to acid chemical",942,586,425.66,1.4e-26,4.82388349514563e-25
"GO:0048519","negative regulation of biological proces...",3912,2077,1767.69,2.5e-26,8.53125e-25
"GO:0009415","response to water",920,573,415.72,3.3e-26,1.1154e-24
"GO:0048367","shoot system development",2366,1315,1069.11,4.5e-26,1.50665094339623e-24
"GO:0009259","ribonucleotide metabolic process",1434,842,647.97,5.5e-26,1.8242523364486e-24
"GO:0006396","RNA processing",2266,1264,1023.93,7e-26,2.30027777777778e-24
"GO:0019693","ribose phosphate metabolic process",1435,842,648.43,7.4e-26,2.4094128440367e-24
"GO:0007154","cell communication",6495,3310,2934.86,1e-25,3.22636363636364e-24
"GO:0009117","nucleotide metabolic process",1787,1021,807.48,1.4e-25,4.47621621621622e-24
"GO:0009164","nucleoside catabolic process",559,374,252.59,1.5e-25,4.753125e-24
"GO:0034656","nucleobase-containing small molecule cat...",561,375,253.5,1.6e-25,5.02513274336283e-24
"GO:0006753","nucleoside phosphate metabolic process",1806,1030,816.07,2e-25,6.22631578947368e-24
"GO:0009414","response to water deprivation",895,557,404.42,2.2e-25,6.73086206896552e-24
"GO:0042454","ribonucleoside catabolic process",542,364,244.91,2.2e-25,6.73086206896552e-24
"GO:0009154","purine ribonucleotide catabolic process",560,374,253.04,2.4e-25,7.21830508474576e-24
"GO:0009261","ribonucleotide catabolic process",560,374,253.04,2.4e-25,7.21830508474576e-24
"GO:0046130","purine ribonucleoside catabolic process",539,362,243.56,3e-25,8.94705882352941e-24
"GO:0006464","cellular protein modification process",6368,3246,2877.47,3.1e-25,9.09247933884298e-24
"GO:0036211","protein modification process",6368,3246,2877.47,3.1e-25,9.09247933884298e-24
"GO:0006152","purine nucleoside catabolic process",548,367,247.62,3.2e-25,9.30885245901639e-24
"GO:0009146","purine nucleoside triphosphate catabolic...",517,349,233.61,5.4e-25,1.55809756097561e-23
"GO:0006952","defense response",3292,1766,1487.54,6.6e-25,1.88898387096774e-23
"GO:0009119","ribonucleoside metabolic process",599,394,270.67,1.1e-24,3.12312e-23
"GO:0009143","nucleoside triphosphate catabolic proces...",522,351,235.87,1.2e-24,3.38e-23
"GO:0046128","purine ribonucleoside metabolic process",585,386,264.34,1.4e-24,3.91228346456693e-23
"GO:0009203","ribonucleoside triphosphate catabolic pr...",510,344,230.45,1.5e-24,4.095e-23
"GO:0009207","purine ribonucleoside triphosphate catab...",510,344,230.45,1.5e-24,4.095e-23
"GO:0042278","purine nucleoside metabolic process",596,392,269.31,1.5e-24,4.095e-23
"GO:0051641","cellular localization",3477,1854,1571.13,1.6e-24,4.33465648854962e-23
"GO:0099402","plant organ development",2572,1409,1162.2,1.8e-24,4.80315789473684e-23
"GO:0048580","regulation of post-embryonic development",785,495,354.71,1.8e-24,4.80315789473684e-23
"GO:0032787","monocarboxylic acid metabolic process",2557,1401,1155.42,2.3e-24,6.0915671641791e-23
"GO:0010154","fruit development",1447,841,653.85,4.1e-24,1.07784444444444e-22
"GO:1901136","carbohydrate derivative catabolic proces...",713,454,322.18,8.6e-24,2.24422058823529e-22
"GO:0017038","protein import",410,285,185.26,1.2e-23,3.10861313868613e-22
"GO:0009723","response to ethylene",764,481,345.22,1.4e-23,3.6004347826087e-22
"GO:0048523","negative regulation of cellular process",2514,1375,1135.99,1.7e-23,4.3405035971223e-22
"GO:0034404","nucleobase-containing small molecule bio...",776,487,350.65,1.9e-23,4.8165e-22
"GO:0032501","multicellular organismal process",12191,5938,5508.68,3.1e-23,7.74781690140845e-22
"GO:0051716","cellular response to stimulus",8327,4150,3762.68,3.1e-23,7.74781690140845e-22
"GO:0044743","protein transmembrane import into intrac...",294,216,132.85,4.7e-23,1.16645454545455e-21
"GO:0051704","multi-organism process",3185,1701,1439.19,7.6e-23,1.87308333333333e-21
"GO:0055085","transmembrane transport",2310,1267,1043.81,2.9e-22,7.098e-21
"GO:0031347","regulation of defense response",1057,631,477.62,4.6e-22,1.11817808219178e-20
"GO:0071215","cellular response to abscisic acid stimu...",649,414,293.26,5e-22,1.20714285714286e-20
"GO:0048316","seed development",1305,758,589.68,1e-21,2.39797297297297e-20
"GO:0006979","response to oxidative stress",1183,695,534.56,1.1e-21,2.62006711409396e-20
"GO:1901615","organic hydroxy compound metabolic proce...",1517,866,685.48,1.2e-21,2.8392e-20
"GO:0009738","abscisic acid-activated signaling pathwa...",606,389,273.83,1.7e-21,3.99556291390728e-20
"GO:0070542","response to fatty acid",904,548,408.49,2.6e-21,6.07065789473684e-20
"GO:0009642","response to light intensity",445,299,201.08,3.9e-21,9.04647058823529e-20
"GO:0009753","response to jasmonic acid",901,545,407.13,6.5e-21,1.49795454545455e-19
"GO:0071396","cellular response to lipid",1302,753,588.33,6.6e-21,1.51118709677419e-19
"GO:0044255","cellular lipid metabolic process",2545,1375,1150,7.9e-21,1.79725e-19
"GO:0010038","response to metal ion",1146,672,517.84,1e-20,2.26050955414013e-19
"GO:0009845","seed germination",460,306,207.86,1.4e-20,3.1446835443038e-19
"GO:0000956","nuclear-transcribed mRNA catabolic proce...",237,177,107.09,1.9e-20,4.24094339622641e-19
"GO:0046394","carboxylic acid biosynthetic process",1683,943,760.49,3.5e-20,7.7634375e-19
"GO:0016053","organic acid biosynthetic process",1839,1021,830.98,3.9e-20,8.59695652173913e-19
"GO:0080135","regulation of cellular response to stres...",725,449,327.6,4e-20,8.76296296296296e-19
"GO:0006913","nucleocytoplasmic transport",328,230,148.21,4.1e-20,8.92693251533742e-19
"GO:0044265","cellular macromolecule catabolic process",1822,1012,823.3,4.9e-20,1.06037195121951e-18
"GO:0009611","response to wounding",777,476,351.1,6.4e-20,1.37658181818182e-18
"GO:0016567","protein ubiquitination",1178,685,532.3,7e-20,1.49656626506024e-18
"GO:0072521","purine-containing compound metabolic pro...",1461,829,660.17,8.7e-20,1.84888023952096e-18
"GO:0090351","seedling development",480,315,216.9,8.9e-20,1.880125e-18
"GO:2000026","regulation of multicellular organismal d...",1177,684,531.84,9.1e-20,1.911e-18
"GO:1901137","carbohydrate derivative biosynthetic pro...",1483,840,670.12,9.3e-20,1.94151176470588e-18
"GO:0045087","innate immune response",1158,674,523.26,1e-19,2.07543859649123e-18
"GO:0032446","protein modification by small protein co...",1293,743,584.26,1.1e-19,2.25658959537572e-18
"GO:0009620","response to fungus",1075,631,485.75,1.1e-19,2.25658959537572e-18
"GO:0051169","nuclear transport",330,230,149.12,1.4e-19,2.85551724137931e-18
"GO:0046686","response to cadmium ion",860,518,388.6,2.1e-19,4.23460227272727e-18
"GO:0007165","signal transduction",5644,2855,2550.32,2.1e-19,4.23460227272727e-18
"GO:0050793","regulation of developmental process",1707,951,771.33,2.2e-19,4.41118644067797e-18
"GO:0097306","cellular response to alcohol",726,447,328.05,2.3e-19,4.58578651685393e-18
"GO:0048831","regulation of shoot system development",548,351,247.62,2.7e-19,5.35324022346369e-18
"GO:0034976","response to endoplasmic reticulum stress",626,393,282.87,3.3e-19,6.5065e-18
"GO:0090567","reproductive shoot system development",1568,880,708.52,3.7e-19,7.25486187845304e-18
"GO:0009408","response to heat",511,330,230.9,5e-19,9.75e-18
"GO:0006163","purine nucleotide metabolic process",1410,799,637.13,6.6e-19,1.27996721311475e-17
"GO:0009793","embryo development ending in seed dorman...",1008,593,455.48,7.6e-19,1.46589130434783e-17
"GO:0006401","RNA catabolic process",326,226,147.31,8.1e-19,1.55388648648649e-17
"GO:0071840","cellular component organization or bioge...",10348,5043,4675.89,9.8e-19,1.86990322580645e-17
"GO:0034220","ion transmembrane transport",1672,930,755.52,1e-18,1.88776595744681e-17
"GO:0006405","RNA export from nucleus",162,128,73.2,1e-18,1.88776595744681e-17
"GO:0009908","flower development",1546,866,698.58,1.5e-18,2.80184210526316e-17
"GO:0010605","negative regulation of macromolecule met...",2035,1110,919.54,1.5e-18,2.80184210526316e-17
"GO:0098656","anion transmembrane transport",882,526,398.54,1.8e-18,3.34460732984293e-17
"GO:0048585","negative regulation of response to stimu...",846,507,382.28,2e-18,3.696875e-17
"GO:0009639","response to red or far red light",745,453,336.64,3.6e-18,6.619896373057e-17
"GO:0007005","mitochondrion organization",306,213,138.27,3.8e-18,6.95164948453608e-17
"GO:0006402","mRNA catabolic process",289,203,130.59,4.7e-18,8.554e-17
"GO:0014070","response to organic cyclic compound",1474,827,666.05,5.2e-18,9.41571428571429e-17
"GO:0009648","photoperiodism",317,219,143.24,5.3e-18,9.54807106598985e-17
"GO:0072657","protein localization to membrane",741,450,334.83,6.4e-18,1.14715151515152e-16
"GO:0009909","regulation of flower development",519,331,234.52,7.3e-18,1.30189447236181e-16
"GO:0071166","ribonucleoprotein complex localization",145,116,65.52,7.4e-18,1.30477941176471e-16
"GO:0071426","ribonucleoprotein complex export from nu...",145,116,65.52,7.4e-18,1.30477941176471e-16
"GO:0043903","regulation of biological process involve...",666,410,300.94,7.5e-18,1.30477941176471e-16
"GO:0006629","lipid metabolic process",3648,1891,1648.4,7.5e-18,1.30477941176471e-16
"GO:0009057","macromolecule catabolic process",2358,1265,1065.5,7.5e-18,1.30477941176471e-16
"GO:0009991","response to extracellular stimulus",725,441,327.6,9.1e-18,1.57540975609756e-16
"GO:0009144","purine nucleoside triphosphate metabolic...",646,399,291.9,9.5e-18,1.63667475728155e-16
"GO:0009199","ribonucleoside triphosphate metabolic pr...",652,402,294.62,1.1e-17,1.88594202898551e-16
"GO:0070647","protein modification by small protein co...",1705,941,770.43,1.2e-17,2.0475e-16
"GO:0016054","organic acid catabolic process",711,433,321.28,1.3e-17,2.197e-16
"GO:0007292","female gamete generation",209,155,94.44,1.3e-17,2.197e-16
"GO:2000241","regulation of reproductive process",736,446,332.57,1.5e-17,2.52298578199052e-16
"GO:0009150","purine ribonucleotide metabolic process",1261,717,569.8,1.6e-17,2.66591549295775e-16
"GO:0033554","cellular response to stress",3495,1815,1579.27,1.6e-17,2.66591549295775e-16
"GO:0009141","nucleoside triphosphate metabolic proces...",672,412,303.65,1.7e-17,2.81929906542056e-16
"GO:0048229","gametophyte development",840,500,379.57,2.1e-17,3.45041666666667e-16
"GO:0001510","RNA methylation",269,190,121.55,2.1e-17,3.45041666666667e-16
"GO:0009205","purine ribonucleoside triphosphate metab...",637,393,287.84,2.2e-17,3.549e-16
"GO:0009790","embryo development",1554,864,702.2,2.2e-17,3.549e-16
"GO:0008380","RNA splicing",703,428,317.66,2.2e-17,3.549e-16
"GO:0044249","cellular biosynthetic process",14455,6907,6531.7,2.2e-17,3.549e-16
"GO:0031667","response to nutrient levels",643,396,290.55,2.5e-17,3.99662162162162e-16
"GO:0009892","negative regulation of metabolic process",2216,1192,1001.33,2.5e-17,3.99662162162162e-16
"GO:0048609","multicellular organismal reproductive pr...",719,436,324.89,3e-17,4.77443946188341e-16
"GO:0072527","pyrimidine-containing compound metabolic...",268,189,121.1,3.4e-17,5.386875e-16
"GO:0090150","establishment of protein localization to...",714,433,322.63,3.8e-17,5.99386666666667e-16
"GO:0009560","embryo sac egg cell differentiation",158,123,71.39,4.3e-17,6.75252212389381e-16
"GO:0008219","cell death",1404,787,634.42,4.7e-17,7.34814977973568e-16
"GO:0043603","cellular amide metabolic process",2173,1169,981.9,5.1e-17,7.93855263157895e-16
"GO:0010363","regulation of plant-type hypersensitive ...",649,398,293.26,5.6e-17,8.67877729257642e-16
"GO:0002376","immune system process",1765,966,797.54,8.9e-17,1.37330869565217e-15
"GO:0048573","photoperiodism, flowering",301,207,136.01,9.3e-17,1.42881818181818e-15
"GO:0002831","regulation of response to biotic stimulu...",822,488,371.43,1e-16,1.52974137931034e-15
"GO:0031503","protein-containing complex localization",159,123,71.85,1.1e-16,1.67549356223176e-15
"GO:0046395","carboxylic acid catabolic process",689,418,311.33,1.2e-16,1.82e-15
"GO:0072329","monocarboxylic acid catabolic process",425,276,192.04,1.3e-16,1.95495762711864e-15
"GO:0006606","protein import into nucleus",148,116,66.88,1.3e-16,1.95495762711864e-15
"GO:0006397","mRNA processing",586,363,264.79,1.5e-16,2.24620253164557e-15
"GO:0032101","regulation of response to external stimu...",891,523,402.61,1.6e-16,2.38588235294118e-15
"GO:0006518","peptide metabolic process",1856,1008,838.66,3.1e-16,4.60330543933054e-15
"GO:0034504","protein localization to nucleus",157,121,70.94,3.2e-16,4.71236514522822e-15
"GO:0043043","peptide biosynthetic process",1729,945,781.27,3.2e-16,4.71236514522822e-15
"GO:0032504","multicellular organism reproduction",774,461,349.74,3.3e-16,4.83954545454545e-15
"GO:0022613","ribonucleoprotein complex biogenesis",946,550,427.46,3.5e-16,5.11172839506173e-15
"GO:0009640","photomorphogenesis",364,241,164.48,3.8e-16,5.52713114754098e-15
"GO:0043604","amide biosynthetic process",1825,992,824.65,4e-16,5.79428571428571e-15
"GO:0044242","cellular lipid catabolic process",470,299,212.38,4.6e-16,6.63634146341463e-15
"GO:0006412","translation",1709,934,772.24,4.9e-16,7.04052631578947e-15
"GO:0030154","cell differentiation",2806,1471,1267.93,5.4e-16,7.72766129032258e-15
"GO:0048366","leaf development",770,458,347.94,5.7e-16,8.09172e-15
"GO:0032502","developmental process",12704,6092,5740.49,5.7e-16,8.09172e-15
"GO:0071322","cellular response to carbohydrate stimul...",221,159,99.86,5.8e-16,8.2008764940239e-15
"GO:0048646","anatomical structure formation involved ...",2233,1191,1009.01,7.7e-16,1.08441666666667e-14
"GO:0061025","membrane fusion",442,283,199.72,8.4e-16,1.17832411067194e-14
"GO:0035967","cellular response to topologically incor...",321,216,145.05,8.8e-16,1.22957480314961e-14
"GO:0044085","cellular component biogenesis",3678,1889,1661.96,9.2e-16,1.28042352941176e-14
"GO:0008610","lipid biosynthetic process",2033,1092,918.64,1.1e-15,1.5249609375e-14
"GO:0009553","embryo sac development",345,229,155.89,1.3e-15,1.7952140077821e-14
"GO:0009751","response to salicylic acid",893,520,403.52,1.5e-15,2.05540540540541e-14
"GO:0072528","pyrimidine-containing compound biosynthe...",250,175,112.97,1.5e-15,2.05540540540541e-14
"GO:0072330","monocarboxylic acid biosynthetic process",1118,635,505.18,1.6e-15,2.184e-14
"GO:0051170","import into nucleus",164,124,74.11,1.9e-15,2.57370229007634e-14
"GO:0006612","protein targeting to membrane",663,400,299.59,1.9e-15,2.57370229007634e-14
"GO:0050657","nucleic acid transport",194,142,87.66,2e-15,2.68863636363636e-14
"GO:0050658","RNA transport",194,142,87.66,2e-15,2.68863636363636e-14
"GO:0006221","pyrimidine nucleotide biosynthetic proce...",223,159,100.77,2.2e-15,2.94633962264151e-14
"GO:0071806","protein transmembrane transport",348,230,157.25,2.4e-15,3.20210526315789e-14
"GO:0015931","nucleobase-containing compound transport",359,236,162.22,2.6e-15,3.44305970149254e-14
"GO:0006220","pyrimidine nucleotide metabolic process",225,160,101.67,2.6e-15,3.44305970149254e-14
"GO:0007568","aging",443,282,200.18,2.8e-15,3.66686346863469e-14
"GO:0006986","response to unfolded protein",309,208,139.63,2.8e-15,3.66686346863469e-14
"GO:0009626","plant-type hypersensitive response",808,475,365.11,2.8e-15,3.66686346863469e-14
"GO:0006611","protein export from nucleus",158,120,71.39,2.9e-15,3.78386029411765e-14
"GO:0023052","signaling",6481,3209,2928.53,3.2e-15,4.16e-14
"GO:0120254","olefinic compound metabolic process",313,210,141.43,3.5e-15,4.53339416058394e-14
"GO:0000302","response to reactive oxygen species",776,458,350.65,3.6e-15,4.61241877256318e-14
"GO:0009756","carbohydrate mediated signaling",205,148,92.63,3.6e-15,4.61241877256318e-14
"GO:0010182","sugar mediated signaling pathway",205,148,92.63,3.6e-15,4.61241877256318e-14
"GO:0000377","RNA splicing, via transesterification re...",376,245,169.9,3.7e-15,4.72348920863309e-14
"GO:0010941","regulation of cell death",1039,593,469.49,3.9e-15,4.96096774193548e-14
"GO:0000375","RNA splicing, via transesterification re...",389,252,175.78,4.1e-15,5.19675e-14
"GO:0010286","heat acclimation",147,113,66.42,4.2e-15,5.30455516014235e-14
"GO:0051168","nuclear export",185,136,83.59,4.3e-15,5.39247349823322e-14
"GO:0009698","phenylpropanoid metabolic process",742,440,335.28,4.3e-15,5.39247349823322e-14
"GO:0034620","cellular response to unfolded protein",303,204,136.91,5e-15,6.24823943661972e-14
"GO:0034050","programmed cell death induced by symbion...",810,475,366.01,5.1e-15,6.35084210526316e-14
"GO:0031668","cellular response to extracellular stimu...",651,392,294.16,5.5e-15,6.825e-14
"GO:0009644","response to high light intensity",325,216,146.86,6.8e-15,8.40878048780488e-14
"GO:0019915","lipid storage",130,102,58.74,8e-15,9.8242214532872e-14
"GO:0048513","animal organ development",3864,1970,1746,8e-15,9.8242214532872e-14
"GO:0051702","biological process involved in interacti...",812,475,366.91,9.1e-15,1.11365172413793e-13
"GO:0006403","RNA localization",215,153,97.15,9.6e-15,1.17080412371134e-13
"GO:0051236","establishment of RNA localization",198,143,89.47,9.9e-15,1.20325684931507e-13
"GO:0071496","cellular response to external stimulus",657,394,296.88,1.1e-14,1.33238907849829e-13
"GO:0031669","cellular response to nutrient levels",570,348,257.56,1.2e-14,1.44857142857143e-13
"GO:0009451","RNA modification",1135,639,512.87,1.4e-14,1.68427118644068e-13
"GO:0042594","response to starvation",575,350,259.82,1.9e-14,2.27807432432432e-13
"GO:0070585","protein localization to mitochondrion",167,124,75.46,2e-14,2.38187919463087e-13
"GO:0072655","establishment of protein localization to...",167,124,75.46,2e-14,2.38187919463087e-13
"GO:0043067","regulation of programmed cell death",981,560,443.28,2.2e-14,2.6026e-13
"GO:0071446","cellular response to salicylic acid stim...",661,395,298.68,2.2e-14,2.6026e-13
"GO:0009561","megagametogenesis",246,170,111.16,2.5e-14,2.93791390728477e-13
"GO:0030968","endoplasmic reticulum unfolded protein r...",299,200,135.11,2.5e-14,2.93791390728477e-13
"GO:0009062","fatty acid catabolic process",397,254,179.39,2.8e-14,3.26881578947368e-13
"GO:0042254","ribosome biogenesis",756,444,341.61,2.8e-14,3.26881578947368e-13
"GO:0021700","developmental maturation",1006,572,454.58,3.1e-14,3.60718032786885e-13
"GO:0009617","response to bacterium",1194,667,539.53,3.2e-14,3.69928338762215e-13
"GO:0006626","protein targeting to mitochondrion",166,123,75.01,3.2e-14,3.69928338762215e-13
"GO:0006839","mitochondrial transport",243,168,109.8,3.3e-14,3.8025e-13
"GO:0012501","programmed cell death",1282,711,579.29,3.4e-14,3.90504854368932e-13
"GO:0045088","regulation of innate immune response",749,440,338.45,3.5e-14,4.00693548387097e-13
"GO:0009692","ethylene metabolic process",188,136,84.95,3.6e-14,4.04316455696203e-13
"GO:0009693","ethylene biosynthetic process",188,136,84.95,3.6e-14,4.04316455696203e-13
"GO:0043449","cellular alkene metabolic process",188,136,84.95,3.6e-14,4.04316455696203e-13
