"GO.ID","Term","Annotated","Significant","Expected","classicFisher","q_value"
"GO:0001101","response to acid chemical",942,744,534.28,1e-30,2.79448818897638e-29
"GO:0006793","phosphorus metabolic process",6444,4169,3654.91,1e-30,2.79448818897638e-29
"GO:0044282","small molecule catabolic process",1878,1360,1065.17,1e-30,2.79448818897638e-29
"GO:1901615","organic hydroxy compound metabolic proce...",1517,1123,860.41,1e-30,2.79448818897638e-29
"GO:0010038","response to metal ion",1146,874,649.99,1e-30,2.79448818897638e-29
"GO:0051179","localization",9546,5972,5414.31,1e-30,2.79448818897638e-29
"GO:0016053","organic acid biosynthetic process",1839,1321,1043.05,1e-30,2.79448818897638e-29
"GO:0014070","response to organic cyclic compound",1474,1083,836.02,1e-30,2.79448818897638e-29
"GO:0048731","system development",6506,4172,3690.08,1e-30,2.79448818897638e-29
"GO:0009723","response to ethylene",764,609,433.33,1e-30,2.79448818897638e-29
"GO:0099402","plant organ development",2572,1778,1458.79,1e-30,2.79448818897638e-29
"GO:0019637","organophosphate metabolic process",2737,1881,1552.37,1e-30,2.79448818897638e-29
"GO:0009409","response to cold",1084,823,614.82,1e-30,2.79448818897638e-29
"GO:0005975","carbohydrate metabolic process",3211,2173,1821.22,1e-30,2.79448818897638e-29
"GO:0009753","response to jasmonic acid",901,700,511.03,1e-30,2.79448818897638e-29
"GO:0070542","response to fatty acid",904,702,512.73,1e-30,2.79448818897638e-29
"GO:0051649","establishment of localization in cell",2805,1920,1590.94,1e-30,2.79448818897638e-29
"GO:0046394","carboxylic acid biosynthetic process",1683,1212,954.57,1e-30,2.79448818897638e-29
"GO:0071396","cellular response to lipid",1302,965,738.47,1e-30,2.79448818897638e-29
"GO:0046907","intracellular transport",2367,1645,1342.52,1e-30,2.79448818897638e-29
"GO:0022414","reproductive process",4636,3039,2629.45,1e-30,2.79448818897638e-29
"GO:0009791","post-embryonic development",4032,2671,2286.87,1e-30,2.79448818897638e-29
"GO:1901566","organonitrogen compound biosynthetic pro...",4115,2721,2333.95,1e-30,2.79448818897638e-29
"GO:0033036","macromolecule localization",2957,2010,1677.15,1e-30,2.79448818897638e-29
"GO:0072330","monocarboxylic acid biosynthetic process",1118,841,634.11,1e-30,2.79448818897638e-29
"GO:0009751","response to salicylic acid",893,691,506.49,1e-30,2.79448818897638e-29
"GO:0046686","response to cadmium ion",860,668,487.78,1e-30,2.79448818897638e-29
"GO:0000003","reproduction",4930,3208,2796.2,1e-30,2.79448818897638e-29
"GO:0042886","amide transport",2301,1595,1305.08,1e-30,2.79448818897638e-29
"GO:0015833","peptide transport",2278,1577,1292.04,1e-30,2.79448818897638e-29
"GO:0009626","plant-type hypersensitive response",808,627,458.28,1e-30,2.79448818897638e-29
"GO:0034050","programmed cell death induced by symbion...",810,628,459.42,1e-30,2.79448818897638e-29
"GO:0007275","multicellular organism development",9665,5991,5481.8,1e-30,2.79448818897638e-29
"GO:0051702","biological process involved in interacti...",812,629,460.55,1e-30,2.79448818897638e-29
"GO:0051704","multi-organism process",3185,2132,1806.47,1e-30,2.79448818897638e-29
"GO:0031347","regulation of defense response",1057,790,599.51,1e-30,2.79448818897638e-29
"GO:0003006","developmental process involved in reprod...",3920,2578,2223.35,1e-30,2.79448818897638e-29
"GO:0048608","reproductive structure development",3048,2045,1728.77,1e-30,2.79448818897638e-29
"GO:0061458","reproductive system development",3048,2045,1728.77,1e-30,2.79448818897638e-29
"GO:0002831","regulation of response to biotic stimulu...",822,633,466.22,1e-30,2.79448818897638e-29
"GO:0048583","regulation of response to stimulus",2033,1413,1153.08,1e-30,2.79448818897638e-29
"GO:0045087","innate immune response",1158,854,656.8,1e-30,2.79448818897638e-29
"GO:0019748","secondary metabolic process",1619,1151,918.27,1e-30,2.79448818897638e-29
"GO:0071407","cellular response to organic cyclic comp...",787,608,446.37,1e-30,2.79448818897638e-29
"GO:0080134","regulation of response to stress",1202,882,681.75,1e-30,2.79448818897638e-29
"GO:0051641","cellular localization",3477,2303,1972.09,1e-30,2.79448818897638e-29
"GO:0007154","cell communication",6495,4113,3683.84,1e-30,2.79448818897638e-29
"GO:1901617","organic hydroxy compound biosynthetic pr...",984,738,558.11,1e-30,2.79448818897638e-29
"GO:0015031","protein transport",2133,1473,1209.8,1e-30,2.79448818897638e-29
"GO:0009863","salicylic acid mediated signaling pathwa...",652,515,369.8,1e-30,2.79448818897638e-29
"GO:0000302","response to reactive oxygen species",776,599,440.13,1e-30,2.79448818897638e-29
"GO:0071446","cellular response to salicylic acid stim...",661,521,374.91,1e-30,2.79448818897638e-29
"GO:0008219","cell death",1404,1010,796.32,1e-30,2.79448818897638e-29
"GO:0032101","regulation of response to external stimu...",891,675,505.36,1e-30,2.79448818897638e-29
"GO:0034976","response to endoplasmic reticulum stress",626,496,355.06,1e-30,2.79448818897638e-29
"GO:0043903","regulation of biological process involve...",666,523,377.74,1e-30,2.79448818897638e-29
"GO:0009620","response to fungus",1075,795,609.72,1e-30,2.79448818897638e-29
"GO:0010363","regulation of plant-type hypersensitive ...",649,511,368.1,1e-30,2.79448818897638e-29
"GO:1901565","organonitrogen compound catabolic proces...",2688,1812,1524.58,1e-30,2.79448818897638e-29
"GO:0045088","regulation of innate immune response",749,578,424.82,1e-30,2.79448818897638e-29
"GO:0045184","establishment of protein localization",2189,1502,1241.56,1e-30,2.79448818897638e-29
"GO:0009617","response to bacterium",1194,871,677.21,1e-30,2.79448818897638e-29
"GO:0070727","cellular macromolecule localization",1984,1373,1125.29,1e-30,2.79448818897638e-29
"GO:0009611","response to wounding",777,596,440.7,1e-30,2.79448818897638e-29
"GO:0009408","response to heat",511,414,289.83,1e-30,2.79448818897638e-29
"GO:0016192","vesicle-mediated transport",1474,1048,836.02,1e-30,2.79448818897638e-29
"GO:0006605","protein targeting",1231,892,698.2,1e-30,2.79448818897638e-29
"GO:0008104","protein localization",2416,1638,1370.31,1e-30,2.79448818897638e-29
"GO:0009642","response to light intensity",445,366,252.4,1e-30,2.79448818897638e-29
"GO:0090150","establishment of protein localization to...",714,550,404.97,1.5e-30,4.158984375e-29
"GO:0006972","hyperosmotic response",495,400,280.75,3.1e-30,8.52860465116279e-29
"GO:0009627","systemic acquired resistance",720,553,408.37,4.1e-30,1.1193e-28
"GO:0072657","protein localization to membrane",741,567,420.28,4.3e-30,1.16493893129771e-28
"GO:0012501","programmed cell death",1282,920,727.13,6.2e-30,1.66695454545455e-28
"GO:0044403","biological process involved in symbiotic...",1055,773,598.38,8.5e-30,2.26815789473684e-28
"GO:0035966","response to topologically incorrect prot...",562,445,318.76,1.2e-29,3.17820895522388e-28
"GO:0007165","signal transduction",5644,3579,3201.17,1.7e-29,4.46911111111111e-28
"GO:0034613","cellular protein localization",1917,1320,1087.29,1.9e-29,4.95816176470588e-28
"GO:0080135","regulation of cellular response to stres...",725,554,411.21,3.7e-29,9.5848905109489e-28
"GO:0051716","cellular response to stimulus",8327,5156,4722.91,4.3e-29,1.10584782608696e-27
"GO:0097306","cellular response to alcohol",726,554,411.77,6.8e-29,1.73620143884892e-27
"GO:0048367","shoot system development",2366,1596,1341.95,9e-29,2.2815e-27
"GO:0048646","anatomical structure formation involved ...",2233,1513,1266.51,1.3e-28,3.27212765957447e-27
"GO:0071215","cellular response to abscisic acid stimu...",649,501,368.1,2.6e-28,6.49816901408451e-27
"GO:0006886","intracellular protein transport",1724,1194,977.82,3.3e-28,8.19e-27
"GO:0006612","protein targeting to membrane",663,510,376.04,3.8e-28,9.36541666666667e-27
"GO:0050776","regulation of immune response",794,596,450.34,1.1e-27,2.69234482758621e-26
"GO:0009733","response to auxin",900,665,510.46,1.9e-27,4.61856164383562e-26
"GO:0005996","monosaccharide metabolic process",800,599,453.74,2.5e-27,6.03571428571429e-26
"GO:0023052","signaling",6481,4057,3675.9,4.3e-27,1.03112837837838e-25
"GO:0048585","negative regulation of response to stimu...",846,627,479.83,1.6e-26,3.8110067114094e-25
"GO:0042742","defense response to bacterium",879,648,498.55,2.5e-26,5.915e-25
"GO:0040007","growth",1973,1341,1119.05,3.2e-26,7.52105960264901e-25
"GO:0048856","anatomical structure development",10879,6613,6170.36,3.9e-26,9.10598684210526e-25
"GO:0002376","immune system process",1765,1210,1001.07,7.1e-26,1.64692156862745e-24
"GO:0009738","abscisic acid-activated signaling pathwa...",606,466,343.71,9e-26,2.07409090909091e-24
"GO:0006631","fatty acid metabolic process",1004,727,569.45,1.3e-25,2.9575e-24
"GO:0032501","multicellular organismal process",12191,7364,6914.5,1.3e-25,2.9575e-24
"GO:1901576","organic substance biosynthetic process",13965,8380,7920.68,1.5e-25,3.39076433121019e-24
"GO:0016052","carbohydrate catabolic process",976,708,553.57,2.4e-25,5.39088607594937e-24
"GO:0048513","animal organ development",3864,2488,2191.59,3e-25,6.69622641509434e-24
"GO:0010941","regulation of cell death",1039,748,589.3,3.8e-25,8.428875e-24
"GO:0048193","Golgi vesicle transport",657,498,372.64,6e-25,1.32260869565217e-23
"GO:0009867","jasmonic acid mediated signaling pathway",590,453,334.64,7.7e-25,1.68687037037037e-23
"GO:0071395","cellular response to jasmonic acid stimu...",593,455,336.34,7.8e-25,1.69829447852761e-23
"GO:0006790","sulfur compound metabolic process",1249,881,708.41,8.5e-25,1.83942073170732e-23
"GO:0022607","cellular component assembly",2427,1614,1376.55,9.2e-25,1.97883636363636e-23
"GO:0044262","cellular carbohydrate metabolic process",1699,1164,963.64,9.5e-25,2.03105421686747e-23
"GO:0016054","organic acid catabolic process",711,533,403.27,1.2e-24,2.535e-23
"GO:0043067","regulation of programmed cell death",981,709,556.4,1.2e-24,2.535e-23
"GO:0071398","cellular response to fatty acid",594,455,336.91,1.5e-24,3.15e-23
"GO:0042542","response to hydrogen peroxide",506,395,286.99,3e-24,6.26294117647059e-23
"GO:0006955","immune response",1395,971,791.22,3.6e-24,7.47157894736842e-23
"GO:0044085","cellular component biogenesis",3678,2369,2086.09,4.2e-24,8.66616279069768e-23
"GO:0009644","response to high light intensity",325,269,184.33,8.9e-24,1.82578612716763e-22
"GO:0019318","hexose metabolic process",702,524,398.16,1.5e-23,3.05948275862069e-22
"GO:0046395","carboxylic acid catabolic process",689,515,390.79,2.2e-23,4.4616e-22
"GO:1901361","organic cyclic compound catabolic proces...",1388,963,787.25,2.9e-23,5.84778409090909e-22
"GO:0042538","hyperosmotic salinity response",344,281,195.11,5.1e-23,1.02259322033898e-21
"GO:1901137","carbohydrate derivative biosynthetic pro...",1483,1021,841.13,7.2e-23,1.43555056179775e-21
"GO:0009862","systemic acquired resistance, salicylic ...",405,323,229.71,7.4e-23,1.4671843575419e-21
"GO:0009888","tissue development",2420,1599,1372.58,1e-22,1.97166666666667e-21
"GO:0006006","glucose metabolic process",627,472,355.62,1.3e-22,2.54900552486188e-21
"GO:0044267","cellular protein metabolic process",8851,5405,5020.12,1.6e-22,3.12e-21
"GO:0055085","transmembrane transport",2310,1530,1310.19,2.2e-22,4.26655737704918e-21
"GO:0002682","regulation of immune system process",891,643,505.36,3.4e-22,6.5579347826087e-21
"GO:0019439","aromatic compound catabolic process",1372,948,778.17,4.8e-22,9.20821621621622e-21
"GO:0022622","root system development",1217,850,690.26,6e-22,1.14483870967742e-20
"GO:0048364","root development",1215,848,689.12,9.3e-22,1.76501069518717e-20
"GO:0019538","protein metabolic process",9892,5999,5610.55,1.6e-21,2.98863157894737e-20
"GO:0006091","generation of precursor metabolites and ...",1377,949,781.01,1.6e-21,2.98863157894737e-20
"GO:0048827","phyllome development",1481,1014,839.99,1.6e-21,2.98863157894737e-20
"GO:0033554","cellular response to stress",3495,2242,1982.3,1.9e-21,3.53041884816754e-20
"GO:0009653","anatomical structure morphogenesis",4060,2580,2302.75,2e-21,3.696875e-20
"GO:0006066","alcohol metabolic process",866,624,491.18,2.6e-21,4.78103626943005e-20
"GO:0016042","lipid catabolic process",654,485,370.94,6.8e-21,1.2439793814433e-19
"GO:0031348","negative regulation of defense response",506,387,286.99,7e-21,1.274e-19
"GO:0044270","cellular nitrogen compound catabolic pro...",1324,913,750.95,7.3e-21,1.32182142857143e-19
"GO:0043933","protein-containing complex subunit organ...",1729,1165,980.66,7.6e-21,1.36915736040609e-19
"GO:1901657","glycosyl compound metabolic process",1132,792,642.05,7.7e-21,1.38016666666667e-19
"GO:0046700","heterocycle catabolic process",1321,911,749.25,7.8e-21,1.39106532663317e-19
"GO:0072593","reactive oxygen species metabolic proces...",736,538,417.44,1e-20,1.7745e-19
"GO:0050832","defense response to fungus",797,577,452.04,1.5e-20,2.64850746268657e-19
"GO:0009695","jasmonic acid biosynthetic process",222,190,125.91,1.6e-20,2.81108910891089e-19
"GO:0065003","protein-containing complex assembly",1590,1077,901.82,1.9e-20,3.32172413793103e-19
"GO:0005976","polysaccharide metabolic process",1547,1050,877.43,2.3e-20,4.00132352941176e-19
"GO:0016051","carbohydrate biosynthetic process",1397,956,792.35,3.1e-20,5.36678048780488e-19
"GO:0061024","membrane organization",961,681,545.06,3.4e-20,5.85757281553398e-19
"GO:0019320","hexose catabolic process",470,361,266.57,4e-20,6.85797101449275e-19
"GO:0035967","cellular response to topologically incor...",321,259,182.06,6.8e-20,1.16025e-18
"GO:0016049","cell growth",1292,888,732.8,1.1e-19,1.8678947368421e-18
"GO:0006007","glucose catabolic process",448,345,254.1,1.3e-19,2.197e-18
"GO:0044550","secondary metabolite biosynthetic proces...",918,651,520.67,1.8e-19,3.02758293838863e-18
"GO:0080167","response to karrikin",365,288,207.02,2.8e-19,4.68735849056604e-18
"GO:1905392","plant organ morphogenesis",1470,997,833.76,3e-19,4.99859154929577e-18
"GO:0034220","ion transmembrane transport",1672,1122,948.33,3.1e-19,5.14107476635514e-18
"GO:0010154","fruit development",1447,982,820.71,4.4e-19,7.26306976744186e-18
"GO:0046365","monosaccharide catabolic process",492,373,279.05,4.8e-19,7.88666666666667e-18
"GO:0015849","organic acid transport",626,461,355.06,6e-19,9.81290322580645e-18
"GO:0009698","phenylpropanoid metabolic process",742,536,420.85,7.4e-19,1.20470642201835e-17
"GO:0120254","olefinic compound metabolic process",313,251,177.53,1.2e-18,1.94465753424658e-17
"GO:0048569","post-embryonic animal organ development",1004,702,569.45,1.7e-18,2.74240909090909e-17
"GO:0042537","benzene-containing compound metabolic pr...",445,340,252.4,2.1e-18,3.37235294117647e-17
"GO:0009150","purine ribonucleotide metabolic process",1261,863,715.21,2.2e-18,3.51702702702703e-17
"GO:0055086","nucleobase-containing small molecule met...",1963,1296,1113.38,2.5e-18,3.97869955156951e-17
"GO:0006812","cation transport",1687,1126,956.83,3.5e-18,5.5453125e-17
"GO:0030154","cell differentiation",2806,1805,1591.51,5.7e-18,8.9908e-17
"GO:0019693","ribose phosphate metabolic process",1435,969,813.9,6.8e-18,1.0678407079646e-16
"GO:0045730","respiratory burst",207,175,117.41,7.6e-18,1.18821145374449e-16
"GO:0009259","ribonucleotide metabolic process",1434,968,813.34,8.2e-18,1.27639473684211e-16
"GO:0043069","negative regulation of programmed cell d...",401,309,227.44,8.7e-18,1.34831004366812e-16
"GO:0007568","aging",443,337,251.26,9.7e-18,1.49675217391304e-16
"GO:0072521","purine-containing compound metabolic pro...",1461,984,828.65,1.2e-17,1.84363636363636e-16
"GO:0048316","seed development",1305,887,740.17,1.3e-17,1.98012875536481e-16
"GO:0090407","organophosphate biosynthetic process",1442,972,817.87,1.3e-17,1.98012875536481e-16
"GO:0009117","nucleotide metabolic process",1787,1184,1013.55,1.6e-17,2.42666666666667e-16
"GO:0006497","protein lipidation",414,317,234.81,1.7e-17,2.55648305084746e-16
"GO:0042158","lipoprotein biosynthetic process",414,317,234.81,1.7e-17,2.55648305084746e-16
"GO:2000377","regulation of reactive oxygen species me...",346,271,196.24,2e-17,2.99493670886076e-16
"GO:0035556","intracellular signal transduction",2088,1367,1184.27,2.2e-17,3.28058823529412e-16
"GO:0044264","cellular polysaccharide metabolic proces...",1283,872,727.69,2.5e-17,3.696875e-16
"GO:0042743","hydrogen peroxide metabolic process",646,469,366.4,2.5e-17,3.696875e-16
"GO:0045017","glycerolipid biosynthetic process",354,276,200.78,3e-17,4.41784232365145e-16
"GO:0006753","nucleoside phosphate metabolic process",1806,1194,1024.33,3.2e-17,4.69289256198347e-16
"GO:0120255","olefinic compound biosynthetic process",271,219,153.71,3.4e-17,4.96567901234568e-16
"GO:0006163","purine nucleotide metabolic process",1410,950,799.72,3.7e-17,5.38168032786885e-16
"GO:0034620","cellular response to unfolded protein",303,241,171.86,3.8e-17,5.48219512195122e-16
"GO:0002679","respiratory burst involved in defense re...",203,171,115.14,3.8e-17,5.48219512195122e-16
"GO:0006986","response to unfolded protein",309,245,175.26,4.3e-17,6.15350806451613e-16
"GO:0048366","leaf development",770,548,436.73,4.3e-17,6.15350806451613e-16
"GO:0060548","negative regulation of cell death",429,326,243.32,4.4e-17,6.27132530120482e-16
"GO:0030968","endoplasmic reticulum unfolded protein r...",299,238,169.59,5e-17,7.098e-16
"GO:0009694","jasmonic acid metabolic process",302,240,171.29,5.3e-17,7.49390438247012e-16
"GO:0006984","ER-nucleus signaling pathway",282,226,159.94,6.9e-17,9.7175e-16
"GO:0009404","toxin metabolic process",379,292,214.96,7.2e-17,1.00999209486166e-15
"GO:0061025","membrane fusion",442,334,250.69,7.7e-17,1.07587795275591e-15
"GO:0048589","developmental growth",1527,1020,866.08,1.1e-16,1.53094117647059e-15
"GO:2000026","regulation of multicellular organismal d...",1177,803,667.57,1.2e-16,1.6506976744186e-15
"GO:0006865","amino acid transport",543,400,307.98,1.2e-16,1.6506976744186e-15
"GO:0044242","cellular lipid catabolic process",470,352,266.57,1.2e-16,1.6506976744186e-15
"GO:0050793","regulation of developmental process",1707,1130,968.18,1.3e-16,1.78135135135135e-15
"GO:0048523","negative regulation of cellular process",2514,1620,1425.89,1.4e-16,1.911e-15
"GO:0046486","glycerolipid metabolic process",507,376,287.56,1.6e-16,2.17563218390805e-15
"GO:0009873","ethylene-activated signaling pathway",333,260,188.87,1.8e-16,2.43824427480916e-15
"GO:0006644","phospholipid metabolic process",777,550,440.7,2.1e-16,2.82306818181818e-15
"GO:0019725","cellular homeostasis",892,623,505.93,2.1e-16,2.82306818181818e-15
"GO:0008299","isoprenoid biosynthetic process",740,526,419.71,2.7e-16,3.61596226415094e-15
"GO:0042157","lipoprotein metabolic process",464,347,263.17,2.9e-16,3.86921052631579e-15
"GO:0009696","salicylic acid metabolic process",353,273,200.21,3e-16,3.97276119402985e-15
"GO:0016310","phosphorylation",3619,2279,2052.63,3e-16,3.97276119402985e-15
"GO:1901605","alpha-amino acid metabolic process",920,640,521.81,3.2e-16,4.22185873605948e-15
"GO:0006720","isoprenoid metabolic process",849,595,481.54,3.4e-16,4.46911111111111e-15
"GO:0015698","inorganic anion transport",606,439,343.71,4.9e-16,6.4170110701107e-15
"GO:0010310","regulation of hydrogen peroxide metaboli...",279,222,158.24,6e-16,7.82867647058823e-15
"GO:0016114","terpenoid biosynthetic process",470,350,266.57,6.4e-16,8.32e-15
"GO:0018958","phenol-containing compound metabolic pro...",395,300,224.04,8.8e-16,1.13982481751825e-14
"GO:0043094","cellular metabolic compound salvage",268,214,152,9.7e-16,1.25182909090909e-14
"GO:0046474","glycerophospholipid biosynthetic process",306,240,173.56,9.8e-16,1.26015217391304e-14
"GO:0009744","response to sucrose",336,260,190.57,1.4e-15,1.79371841155235e-14
"GO:0071369","cellular response to ethylene stimulus",369,282,209.29,1.6e-15,2.0352688172043e-14
"GO:0090567","reproductive shoot system development",1568,1039,889.34,1.6e-15,2.0352688172043e-14
"GO:0006721","terpenoid metabolic process",541,395,306.84,1.9e-15,2.39967971530249e-14
"GO:0034285","response to disaccharide",341,263,193.41,1.9e-15,2.39967971530249e-14
"GO:0043543","protein acylation",560,407,317.62,2.4e-15,3.02042553191489e-14
"GO:0010228","vegetative to reproductive phase transit...",766,539,434.46,2.6e-15,3.26056537102473e-14
"GO:0021700","developmental maturation",1006,690,570.58,3e-15,3.74894366197183e-14
"GO:0051239","regulation of multicellular organismal p...",1470,977,833.76,3.6e-15,4.48294736842105e-14
"GO:0010256","endomembrane system organization",405,305,229.71,3.7e-15,4.59136363636364e-14
"GO:0031365","N-terminal protein amino acid modificati...",390,295,221.2,3.9e-15,4.82268292682927e-14
"GO:0034622","cellular protein-containing complex asse...",1407,938,798.02,4.1e-15,5.05239583333333e-14
"GO:0008654","phospholipid biosynthetic process",614,441,348.25,4.5e-15,5.52612456747405e-14
"GO:0042440","pigment metabolic process",686,487,389.09,4.9e-15,5.99658620689655e-14
"GO:0032502","developmental process",12704,7543,7205.46,5.1e-15,6.2198969072165e-14
"GO:0044042","glucan metabolic process",843,586,478.13,7.2e-15,8.72109215017065e-14
"GO:0009908","flower development",1546,1022,876.86,7.2e-15,8.72109215017065e-14
"GO:0048878","chemical homeostasis",945,650,535.99,7.7e-15,9.295e-14
"GO:0006073","cellular glucan metabolic process",831,578,471.33,9.2e-15,1.10680677966102e-13
"GO:0009697","salicylic acid biosynthetic process",302,235,171.29,1e-14,1.19494949494949e-13
"GO:0072329","monocarboxylic acid catabolic process",425,317,241.05,1e-14,1.19494949494949e-13
"GO:0006520","cellular amino acid metabolic process",1404,934,796.32,1.1e-14,1.31003355704698e-13
"GO:0006464","cellular protein modification process",6368,3882,3611.81,1.2e-14,1.41019867549669e-13
"GO:0036211","protein modification process",6368,3882,3611.81,1.2e-14,1.41019867549669e-13
"GO:0071695","anatomical structure maturation",975,668,553,1.2e-14,1.41019867549669e-13
"GO:0046189","phenol-containing compound biosynthetic ...",335,257,190.01,1.2e-14,1.41019867549669e-13
"GO:0010150","leaf senescence",181,151,102.66,1.5e-14,1.75115131578947e-13
"GO:0000902","cell morphogenesis",1303,871,739.04,1.5e-14,1.75115131578947e-13
"GO:0009991","response to extracellular stimulus",725,510,411.21,1.6e-14,1.86177049180328e-13
"GO:0120251","hydrocarbon biosynthetic process",247,197,140.09,1.7e-14,1.97166666666667e-13
"GO:0051788","response to misfolded protein",256,203,145.2,2e-14,2.31205211726384e-13
"GO:0009734","auxin-activated signaling pathway",318,245,180.36,2.2e-14,2.51864516129032e-13
"GO:0032268","regulation of cellular protein metabolic...",1017,693,576.82,2.2e-14,2.51864516129032e-13
"GO:0120252","hydrocarbon metabolic process",284,222,161.08,2.2e-14,2.51864516129032e-13
"GO:0044249","cellular biosynthetic process",14455,8534,8198.6,2.3e-14,2.60789137380192e-13
"GO:0090558","plant epidermis development",1141,770,647.15,2.3e-14,2.60789137380192e-13
"GO:0009407","toxin catabolic process",336,257,190.57,2.3e-14,2.60789137380192e-13
