target,Solyc01g065840.4.1,Solyc01g095320.4.1,Solyc01g101070.3.1,Solyc01g102960.3.1,Solyc01g104740.3.1,Solyc02g030450.3.1,Solyc02g062130.5.1,Solyc02g079020.4.1,Solyc02g080130.5.1,Solyc03g063760.4.1,Solyc03g082420.3.1,Solyc03g083190.3.1,Solyc03g097960.1.1,Solyc03g113590.3.1,Solyc03g113930.3.1,Solyc03g117440.3.1,Solyc04g011440.4.1,Solyc04g014480.3.1,Solyc04g054290.3.1,Solyc05g014280.4.1,Solyc05g055010.4.1,Solyc06g011370.4.1,Solyc06g036290.3.1,Solyc06g076520.1.1,Solyc06g076560.2.1,Solyc06g076670.3.1,Solyc07g065410.1.1,Solyc08g005420.3.1,Solyc08g006150.3.1,Solyc08g062340.3.1,Solyc08g066940.4.1,Solyc08g067960.3.1,Solyc08g078700.3.1,Solyc09g007270.3.1,Solyc09g008970.1.1,Solyc09g011410.4.1,Solyc09g015000.4.1,Solyc10g006610.5.1,Solyc10g081480.2.1,Solyc10g084400.2.1,Solyc11g020040.2.1,Solyc11g066100.2.1,Solyc11g066830.2.1,Solyc11g070060.2.1,Solyc11g071830.2.1,Solyc01g102950.3.1,Solyc01g103760.3.1,Solyc03g096950.4.1,Solyc04g080850.3.1,Solyc06g082710.5.1,Solyc07g006830.4.1,Solyc08g063090.2.1,Solyc09g091510.3.1,Solyc10g011810.4.1,Solyc10g012410.3.1,Solyc12g055930.3.1
Solyc03g082420.3.1,0.05078125,0.41015625,0.44921875,0.37890625,0.6796875,0.63671875,0.66015625,0.06640625,0.71484375,0.67578125,1.0,0.5625,0.1328125,0.6796875,0.37890625,0.46875,0.4375,0.66015625,0.49609375,0.5625,0.6796875,0.56640625,0.51953125,0.2109375,0.2109375,0.6328125,0.0390625,0.4921875,0.7109375,0.58984375,0.3046875,0.64453125,0.625,0.578125,0.59765625,0.06640625,0.46484375,0.49609375,0.6328125,0.5390625,0.4375,0.4375,0.57421875,0.671875,0.546875,0.68359375,0.61328125,0.4375,0.546875,0.25390625,0.66796875,0.60546875,0.46484375,0.60546875,0.6875,0.578125
Solyc03g083190.3.1,0.046875,0.46875,0.41796875,0.453125,0.515625,0.5546875,0.5625,0.06640625,0.55859375,0.56640625,0.5625,1.0,0.18359375,0.6015625,0.453125,0.43359375,0.39453125,0.54296875,0.45703125,0.53515625,0.59375,0.515625,0.45703125,0.21875,0.21875,0.6015625,0.02734375,0.4453125,0.5859375,0.47265625,0.3359375,0.55859375,0.625,0.515625,0.62890625,0.0546875,0.41796875,0.47265625,0.56640625,0.484375,0.39453125,0.39453125,0.4765625,0.55078125,0.50390625,0.52734375,0.54296875,0.40625,0.49609375,0.2890625,0.640625,0.51953125,0.41015625,0.51953125,0.5234375,0.51171875
Solyc03g097960.1.1,0.20703125,0.23046875,0.140625,0.28125,0.171875,0.14453125,0.18359375,0.1640625,0.16796875,0.1796875,0.1328125,0.18359375,1.0,0.1796875,0.28125,0.12890625,0.1328125,0.203125,0.140625,0.1796875,0.203125,0.1640625,0.1484375,0.28125,0.28125,0.18359375,0.14453125,0.12890625,0.1640625,0.14453125,0.30078125,0.17578125,0.171875,0.1328125,0.1640625,0.234375,0.14453125,0.1484375,0.16796875,0.1328125,0.1328125,0.1328125,0.1484375,0.1875,0.15234375,0.18359375,0.15234375,0.125,0.14453125,0.4296875,0.1796875,0.18359375,0.125,0.18359375,0.1796875,0.13671875
Solyc03g113590.3.1,0.04296875,0.42578125,0.5078125,0.38671875,0.671875,0.6796875,0.70703125,0.05859375,0.73046875,0.72265625,0.6796875,0.6015625,0.1796875,1.0,0.38671875,0.51953125,0.484375,0.6484375,0.546875,0.55078125,0.6640625,0.60546875,0.55078125,0.21875,0.21875,0.61328125,0.03125,0.5390625,0.73828125,0.61328125,0.3203125,0.671875,0.58984375,0.59765625,0.6484375,0.05859375,0.49609375,0.53515625,0.63671875,0.58203125,0.484375,0.484375,0.64453125,0.6875,0.58203125,0.671875,0.67578125,0.4921875,0.5859375,0.3125,0.68359375,0.66015625,0.515625,0.66015625,0.6953125,0.6328125
Solyc03g113930.3.1,0.06640625,0.4140625,0.328125,1.0,0.3671875,0.3671875,0.43359375,0.09765625,0.37890625,0.421875,0.37890625,0.453125,0.28125,0.38671875,1.0,0.31640625,0.31640625,0.38671875,0.3515625,0.41796875,0.43359375,0.38671875,0.359375,0.21484375,0.21484375,0.37890625,0.0546875,0.31640625,0.40234375,0.35546875,0.41796875,0.37890625,0.390625,0.3515625,0.3828125,0.11328125,0.34375,0.359375,0.3125,0.34375,0.31640625,0.31640625,0.34765625,0.43359375,0.34765625,0.3515625,0.37890625,0.3046875,0.3515625,0.31640625,0.4296875,0.421875,0.3125,0.421875,0.375,0.33984375
Solyc03g117440.3.1,0.03125,0.30859375,0.89453125,0.31640625,0.6328125,0.6796875,0.5546875,0.0546875,0.4296875,0.52734375,0.46875,0.43359375,0.12890625,0.51953125,0.31640625,1.0,0.8828125,0.40625,0.8203125,0.390625,0.55078125,0.74609375,0.85546875,0.203125,0.203125,0.4296875,0.01171875,0.8828125,0.5859375,0.68359375,0.265625,0.7265625,0.5,0.73828125,0.4140625,0.0390625,0.7734375,0.7734375,0.40234375,0.7890625,0.8828125,0.8828125,0.65625,0.5859375,0.83984375,0.421875,0.65625,0.87109375,0.69921875,0.20703125,0.59375,0.6875,0.80859375,0.6875,0.55859375,0.76171875
Solyc04g011440.4.1,0.03515625,0.2734375,0.88671875,0.31640625,0.62890625,0.6640625,0.55859375,0.0546875,0.3984375,0.5,0.4375,0.39453125,0.1328125,0.484375,0.31640625,0.8828125,1.0,0.37890625,0.8203125,0.36328125,0.5390625,0.72265625,0.8046875,0.19921875,0.19921875,0.390625,0.0078125,0.84375,0.55859375,0.6796875,0.26171875,0.6953125,0.4765625,0.71875,0.40625,0.0390625,0.82421875,0.83203125,0.37109375,0.7421875,1.0,1.0,0.6484375,0.55859375,0.78125,0.40234375,0.62890625,0.90625,0.71484375,0.19921875,0.56640625,0.66015625,0.84375,0.66015625,0.53125,0.72265625
Solyc04g014480.3.1,0.05078125,0.43359375,0.3984375,0.38671875,0.578125,0.54296875,0.6171875,0.0546875,0.74609375,0.6484375,0.66015625,0.54296875,0.203125,0.6484375,0.38671875,0.40625,0.37890625,1.0,0.42578125,0.5625,0.64453125,0.484375,0.44140625,0.265625,0.265625,0.59765625,0.03515625,0.40625,0.6171875,0.515625,0.32421875,0.5625,0.60546875,0.49609375,0.55078125,0.07421875,0.41015625,0.4140625,0.671875,0.4765625,0.37890625,0.37890625,0.5234375,0.62890625,0.46484375,0.671875,0.546875,0.37890625,0.5078125,0.3125,0.59765625,0.58203125,0.41015625,0.58203125,0.59375,0.48828125
Solyc04g054290.3.1,0.02734375,0.31640625,0.828125,0.3515625,0.6484375,0.6875,0.625,0.0546875,0.453125,0.5390625,0.49609375,0.45703125,0.140625,0.546875,0.3515625,0.8203125,0.8203125,0.42578125,1.0,0.3984375,0.5859375,0.73828125,0.81640625,0.22265625,0.22265625,0.453125,0.01171875,0.79296875,0.609375,0.65234375,0.2734375,0.75390625,0.52734375,0.734375,0.453125,0.04296875,0.72265625,0.75390625,0.4140625,0.765625,0.8203125,0.8203125,0.66796875,0.5859375,0.8046875,0.42578125,0.65625,0.796875,0.67578125,0.21875,0.609375,0.68359375,0.765625,0.68359375,0.60546875,0.71875
Solyc05g014280.4.1,0.05859375,0.328125,0.3828125,0.41796875,0.484375,0.5078125,0.52734375,0.08203125,0.5703125,0.5625,0.5625,0.53515625,0.1796875,0.55078125,0.41796875,0.390625,0.36328125,0.5625,0.3984375,1.0,0.53125,0.4453125,0.4296875,0.2734375,0.2734375,0.58203125,0.03125,0.390625,0.5546875,0.453125,0.32421875,0.50390625,0.53515625,0.46484375,0.55078125,0.05859375,0.40234375,0.4140625,0.5546875,0.4375,0.36328125,0.36328125,0.4375,0.57421875,0.4453125,0.53515625,0.50390625,0.359375,0.44140625,0.31640625,0.5234375,0.48828125,0.375,0.48828125,0.53125,0.4453125
Solyc05g055010.4.1,0.046875,0.39453125,0.56640625,0.43359375,0.69140625,0.72265625,0.6796875,0.05859375,0.6484375,0.65234375,0.6796875,0.59375,0.203125,0.6640625,0.43359375,0.55078125,0.5390625,0.64453125,0.5859375,0.53125,1.0,0.64453125,0.6171875,0.24609375,0.24609375,0.6484375,0.0234375,0.5703125,0.73046875,0.609375,0.359375,0.67578125,0.6796875,0.67578125,0.6328125,0.06640625,0.546875,0.61328125,0.6015625,0.61328125,0.5390625,0.5390625,0.64453125,0.6796875,0.61328125,0.609375,0.72265625,0.53515625,0.60546875,0.30078125,0.7265625,0.65234375,0.5546875,0.65234375,0.64453125,0.66015625
Solyc06g011370.4.1,0.04296875,0.3515625,0.7421875,0.38671875,0.68359375,0.7734375,0.67578125,0.06640625,0.52734375,0.625,0.56640625,0.515625,0.1640625,0.60546875,0.38671875,0.74609375,0.72265625,0.484375,0.73828125,0.4453125,0.64453125,1.0,0.81640625,0.203125,0.203125,0.46875,0.015625,0.76171875,0.69921875,0.71875,0.30859375,0.765625,0.59765625,0.74609375,0.515625,0.046875,0.73828125,0.76953125,0.484375,0.72265625,0.72265625,0.72265625,0.68359375,0.6953125,0.8046875,0.5,0.7109375,0.73828125,0.69921875,0.24609375,0.68359375,0.75390625,0.74609375,0.75390625,0.6484375,0.796875
Solyc06g036290.3.1,0.03515625,0.31640625,0.83984375,0.359375,0.6875,0.72265625,0.6484375,0.05859375,0.47265625,0.5546875,0.51953125,0.45703125,0.1484375,0.55078125,0.359375,0.85546875,0.8046875,0.44140625,0.81640625,0.4296875,0.6171875,0.81640625,1.0,0.2109375,0.2109375,0.4375,0.015625,0.828125,0.65625,0.71484375,0.2890625,0.75390625,0.5390625,0.765625,0.48046875,0.046875,0.76171875,0.80078125,0.4375,0.78515625,0.8046875,0.8046875,0.66015625,0.62890625,0.8125,0.45703125,0.6875,0.796875,0.7109375,0.23046875,0.65234375,0.71484375,0.75,0.71484375,0.6015625,0.75390625
Solyc06g076520.1.1,0.0859375,0.2265625,0.2109375,0.21484375,0.2109375,0.23046875,0.2421875,0.16796875,0.203125,0.20703125,0.2109375,0.21875,0.28125,0.21875,0.21484375,0.203125,0.19921875,0.265625,0.22265625,0.2734375,0.24609375,0.203125,0.2109375,1.0,1.0,0.2109375,0.046875,0.20703125,0.23828125,0.18359375,0.22265625,0.25390625,0.19140625,0.22265625,0.1953125,0.0546875,0.19140625,0.1953125,0.2421875,0.21484375,0.19921875,0.19921875,0.20703125,0.23828125,0.2109375,0.18359375,0.23046875,0.1875,0.21484375,0.19140625,0.2109375,0.21484375,0.1953125,0.21484375,0.2265625,0.21484375
Solyc06g076560.2.1,0.0859375,0.2265625,0.2109375,0.21484375,0.2109375,0.23046875,0.2421875,0.16796875,0.203125,0.20703125,0.2109375,0.21875,0.28125,0.21875,0.21484375,0.203125,0.19921875,0.265625,0.22265625,0.2734375,0.24609375,0.203125,0.2109375,1.0,1.0,0.2109375,0.046875,0.20703125,0.23828125,0.18359375,0.22265625,0.25390625,0.19140625,0.22265625,0.1953125,0.0546875,0.19140625,0.1953125,0.2421875,0.21484375,0.19921875,0.19921875,0.20703125,0.23828125,0.2109375,0.18359375,0.23046875,0.1875,0.21484375,0.19140625,0.2109375,0.21484375,0.1953125,0.21484375,0.2265625,0.21484375
Solyc06g076670.3.1,0.0546875,0.40234375,0.4140625,0.37890625,0.5703125,0.578125,0.53125,0.0703125,0.640625,0.6171875,0.6328125,0.6015625,0.18359375,0.61328125,0.37890625,0.4296875,0.390625,0.59765625,0.453125,0.58203125,0.6484375,0.46875,0.4375,0.2109375,0.2109375,1.0,0.02734375,0.4140625,0.59375,0.4765625,0.29296875,0.55078125,0.6328125,0.5,0.6875,0.0546875,0.41015625,0.4296875,0.65625,0.4765625,0.390625,0.390625,0.484375,0.58984375,0.46484375,0.6328125,0.53125,0.40234375,0.47265625,0.3203125,0.59765625,0.49609375,0.4296875,0.49609375,0.5234375,0.484375
Solyc07g065410.1.1,0.29296875,0.0625,0.01171875,0.0546875,0.03125,0.01953125,0.03125,0.19140625,0.0390625,0.0234375,0.0390625,0.02734375,0.14453125,0.03125,0.0546875,0.01171875,0.0078125,0.03515625,0.01171875,0.03125,0.0234375,0.015625,0.015625,0.046875,0.046875,0.02734375,1.0,0.0078125,0.0234375,0.01953125,0.08984375,0.02734375,0.03515625,0.0234375,0.02734375,0.3984375,0.015625,0.01171875,0.0234375,0.015625,0.0078125,0.0078125,0.0234375,0.03125,0.01953125,0.0390625,0.0234375,0.01171875,0.015625,0.09375,0.02734375,0.03125,0.01171875,0.03125,0.03515625,0.01953125
Solyc08g005420.3.1,0.03125,0.30859375,0.828125,0.31640625,0.6328125,0.71875,0.59765625,0.05078125,0.4375,0.52734375,0.4921875,0.4453125,0.12890625,0.5390625,0.31640625,0.8828125,0.84375,0.40625,0.79296875,0.390625,0.5703125,0.76171875,0.828125,0.20703125,0.20703125,0.4140625,0.0078125,1.0,0.6171875,0.70703125,0.25,0.71875,0.50390625,0.765625,0.421875,0.03515625,0.734375,0.7734375,0.421875,0.765625,0.84375,0.84375,0.66796875,0.59375,0.828125,0.4375,0.671875,0.8515625,0.7265625,0.203125,0.62109375,0.68359375,0.7734375,0.68359375,0.56640625,0.7734375
Solyc08g006150.3.1,0.0390625,0.38671875,0.5625,0.40234375,0.76953125,0.78125,0.7890625,0.05078125,0.6796875,0.69921875,0.7109375,0.5859375,0.1640625,0.73828125,0.40234375,0.5859375,0.55859375,0.6171875,0.609375,0.5546875,0.73046875,0.69921875,0.65625,0.23828125,0.23828125,0.59375,0.0234375,0.6171875,1.0,0.69921875,0.328125,0.7265625,0.62109375,0.69140625,0.5859375,0.0546875,0.61328125,0.625,0.5859375,0.67578125,0.55859375,0.55859375,0.671875,0.70703125,0.6875,0.6171875,0.75,0.54296875,0.6796875,0.265625,0.7578125,0.6953125,0.60546875,0.6953125,0.73046875,0.703125
Solyc08g062340.3.1,0.0390625,0.328125,0.65625,0.35546875,0.75,0.6953125,0.66796875,0.046875,0.5625,0.62109375,0.58984375,0.47265625,0.14453125,0.61328125,0.35546875,0.68359375,0.6796875,0.515625,0.65234375,0.453125,0.609375,0.71875,0.71484375,0.18359375,0.18359375,0.4765625,0.01953125,0.70703125,0.69921875,1.0,0.29296875,0.6875,0.56640625,0.68359375,0.49609375,0.046875,0.7265625,0.6875,0.515625,0.68359375,0.6796875,0.6796875,0.65625,0.69921875,0.71875,0.5234375,0.6640625,0.703125,0.7265625,0.2265625,0.640625,0.6640625,0.70703125,0.6640625,0.6796875,0.6875
Solyc08g066940.4.1,0.12109375,0.33984375,0.2734375,0.41796875,0.32421875,0.32421875,0.33984375,0.15234375,0.328125,0.33203125,0.3046875,0.3359375,0.30078125,0.3203125,0.41796875,0.265625,0.26171875,0.32421875,0.2734375,0.32421875,0.359375,0.30859375,0.2890625,0.22265625,0.22265625,0.29296875,0.08984375,0.25,0.328125,0.29296875,1.0,0.3203125,0.33203125,0.28515625,0.29296875,0.13671875,0.2890625,0.2890625,0.25390625,0.265625,0.26171875,0.26171875,0.29296875,0.33984375,0.27734375,0.28515625,0.3359375,0.24609375,0.30078125,0.44921875,0.31640625,0.3515625,0.26171875,0.3515625,0.3359375,0.30078125
Solyc08g067960.3.1,0.03515625,0.375,0.7265625,0.37890625,0.73046875,0.75,0.703125,0.0546875,0.60546875,0.671875,0.64453125,0.55859375,0.17578125,0.671875,0.37890625,0.7265625,0.6953125,0.5625,0.75390625,0.50390625,0.67578125,0.765625,0.75390625,0.25390625,0.25390625,0.55078125,0.02734375,0.71875,0.7265625,0.6875,0.3203125,1.0,0.66796875,0.7421875,0.5390625,0.05078125,0.69140625,0.70703125,0.515625,0.7734375,0.6953125,0.6953125,0.69921875,0.6875,0.79296875,0.53125,0.76171875,0.68359375,0.7109375,0.27734375,0.71875,0.74609375,0.6953125,0.74609375,0.71484375,0.74609375
Solyc08g078700.3.1,0.04296875,0.45703125,0.51171875,0.390625,0.5859375,0.61328125,0.6171875,0.0703125,0.64453125,0.58984375,0.625,0.625,0.171875,0.58984375,0.390625,0.5,0.4765625,0.60546875,0.52734375,0.53515625,0.6796875,0.59765625,0.5390625,0.19140625,0.19140625,0.6328125,0.03515625,0.50390625,0.62109375,0.56640625,0.33203125,0.66796875,1.0,0.5859375,0.67578125,0.06640625,0.49609375,0.55078125,0.54296875,0.59375,0.4765625,0.4765625,0.53515625,0.6015625,0.5703125,0.57421875,0.625,0.47265625,0.5546875,0.30078125,0.68359375,0.55078125,0.5,0.55078125,0.61328125,0.59765625
Solyc09g007270.3.1,0.0390625,0.3515625,0.71484375,0.3515625,0.6953125,0.765625,0.6796875,0.06640625,0.53125,0.58984375,0.578125,0.515625,0.1328125,0.59765625,0.3515625,0.73828125,0.71875,0.49609375,0.734375,0.46484375,0.67578125,0.74609375,0.765625,0.22265625,0.22265625,0.5,0.0234375,0.765625,0.69140625,0.68359375,0.28515625,0.7421875,0.5859375,1.0,0.515625,0.05078125,0.70703125,0.75,0.51171875,0.77734375,0.71875,0.71875,0.6953125,0.65625,0.76953125,0.4921875,0.7578125,0.71484375,0.7109375,0.21875,0.68359375,0.71875,0.6875,0.71875,0.65625,0.75
Solyc09g008970.1.1,0.05078125,0.4140625,0.42578125,0.3828125,0.56640625,0.5625,0.57421875,0.0703125,0.625,0.59765625,0.59765625,0.62890625,0.1640625,0.6484375,0.3828125,0.4140625,0.40625,0.55078125,0.453125,0.55078125,0.6328125,0.515625,0.48046875,0.1953125,0.1953125,0.6875,0.02734375,0.421875,0.5859375,0.49609375,0.29296875,0.5390625,0.67578125,0.515625,1.0,0.0625,0.44921875,0.4609375,0.640625,0.484375,0.40625,0.40625,0.484375,0.58984375,0.484375,0.57421875,0.5703125,0.41015625,0.47265625,0.28515625,0.64453125,0.5234375,0.41015625,0.5234375,0.53125,0.4921875
Solyc09g011410.4.1,0.53125,0.09375,0.04296875,0.11328125,0.05859375,0.046875,0.0625,0.1796875,0.06640625,0.05078125,0.06640625,0.0546875,0.234375,0.05859375,0.11328125,0.0390625,0.0390625,0.07421875,0.04296875,0.05859375,0.06640625,0.046875,0.046875,0.0546875,0.0546875,0.0546875,0.3984375,0.03515625,0.0546875,0.046875,0.13671875,0.05078125,0.06640625,0.05078125,0.0625,1.0,0.04296875,0.046875,0.06640625,0.04296875,0.0390625,0.0390625,0.05078125,0.0703125,0.04296875,0.07421875,0.04296875,0.03125,0.0390625,0.171875,0.05859375,0.06640625,0.03515625,0.06640625,0.0625,0.05078125
Solyc09g015000.4.1,0.03515625,0.26953125,0.78125,0.34375,0.6171875,0.65625,0.6015625,0.05859375,0.44140625,0.5234375,0.46484375,0.41796875,0.14453125,0.49609375,0.34375,0.7734375,0.82421875,0.41015625,0.72265625,0.40234375,0.546875,0.73828125,0.76171875,0.19140625,0.19140625,0.41015625,0.015625,0.734375,0.61328125,0.7265625,0.2890625,0.69140625,0.49609375,0.70703125,0.44921875,0.04296875,1.0,0.75,0.390625,0.69921875,0.82421875,0.82421875,0.58203125,0.5859375,0.74609375,0.390625,0.64453125,0.8125,0.6953125,0.20703125,0.57421875,0.66015625,0.8046875,0.66015625,0.55859375,0.6640625
